Author ID,Paper ID,Title,Author Name
brac_author_2043,brac_paper_1300,Proc. WTS 2010,Hasan Shahid Ferdous
brac_author_1836,brac_paper_1300,Proc. WTS 2010,Manzur Murshed
brac_author_2239,brac_paper_1300,Proc. WTS 2010,Enhanced IEEE 802.11 by Integrating Multiuser Dynamic OFDMA
brac_author_694,brac_paper_1301,Increasing intelligibility in the speech of the autistic children by an interactive computer game,Md. Mustafizur Rahman
brac_author_713,brac_paper_1301,Increasing intelligibility in the speech of the autistic children by an interactive computer game,S. M. Ferdous
brac_author_2138,brac_paper_1301,Increasing intelligibility in the speech of the autistic children by an interactive computer game,Syed Ishtiaque Ahmed
brac_author_2240,brac_paper_1302,Suman Nath,Nam Pham
brac_author_2241,brac_paper_1302,Suman Nath,Raghu Ganti
brac_author_684,brac_paper_1302,Suman Nath,Md. Yusuf Sarwar Uddin
brac_author_684,brac_paper_1303,RELICS: In-network Realization of Incentives to Combat Selfishness in DTNs,Md. Yusuf Sarwar Uddin
brac_author_2242,brac_paper_1303,RELICS: In-network Realization of Incentives to Combat Selfishness in DTNs,Brighten Godfrey
brac_author_925,brac_paper_1303,RELICS: In-network Realization of Incentives to Combat Selfishness in DTNs,Tarek Abdelzaher
brac_author_684,brac_paper_1304,End-to-End Delay Bound for Prioritized Data Flows in Disruption-tolerant Networks,Md. Yusuf Sarwar Uddin
brac_author_2169,brac_paper_1304,End-to-End Delay Bound for Prioritized Data Flows in Disruption-tolerant Networks,Fatemeh Saremi
brac_author_925,brac_paper_1304,End-to-End Delay Bound for Prioritized Data Flows in Disruption-tolerant Networks,Tarek Abdelzaher
brac_author_124,brac_paper_1305,Privacy preserving group nearest neighbor queries,Tanzima Hashem
brac_author_775,brac_paper_1305,Privacy preserving group nearest neighbor queries,Lars Kulik
brac_author_922,brac_paper_1305,Privacy preserving group nearest neighbor queries,Rui Zhang
brac_author_2243,brac_paper_1306,International International Conference on Computer Engineering and Applications (,IMIPS: An improved pipelined processor architecture with reduced branch penalty
brac_author_2244,brac_paper_1306,International International Conference on Computer Engineering and Applications (,single memory for instruction
brac_author_2245,brac_paper_1306,International International Conference on Computer Engineering and Applications (,data
brac_author_1003,brac_paper_1307,On the Longest Vulnerable Path inside a Sensor Network from Boundary Regions,Chowdhury Sayeed Hyder
brac_author_2246,brac_paper_1307,On the Longest Vulnerable Path inside a Sensor Network from Boundary Regions,A. Rahman
brac_author_972,brac_paper_1307,On the Longest Vulnerable Path inside a Sensor Network from Boundary Regions,Masud Hasan
brac_author_2247,brac_paper_1308,International Symposium on Voronoi Diagram in Science and Engineering,Vindictive Voronoi games
brac_author_2248,brac_paper_1308,International Symposium on Voronoi Diagram in Science and Engineering,stabbing Delaunay circles
brac_author_2249,brac_paper_1309,"20th Annual Fall Workshop on Computational Geometry (FWCG 2010),",Non-)Equiprojectivity
brac_author_2250,brac_paper_1309,"20th Annual Fall Workshop on Computational Geometry (FWCG 2010),",(Non-)Biprojectivity of Simplicial Polyhedra
brac_author_2251,brac_paper_1310,L. Kulik,S. Nutanong
brac_author_928,brac_paper_1310,L. Kulik,E. Tanin
brac_author_60,brac_paper_1310,L. Kulik,Mohammed Eunus Ali
brac_author_2252,brac_paper_1311,423-426,International Conference on Electrical
brac_author_2253,brac_paper_1311,423-426,Computer (ICECE)
brac_author_2058,brac_paper_1312,325-330,International Conference on Computer
brac_author_1825,brac_paper_1312,325-330,Information Technology (ICCIT)
brac_author_2254,brac_paper_1313,IEEE TENCON,On the design
brac_author_2255,brac_paper_1313,IEEE TENCON,analysis of quaternary serial
brac_author_2256,brac_paper_1313,IEEE TENCON,parallel adders
brac_author_2257,brac_paper_1314,13th International Conference on Electrical and Computer (ICECE),Design of quaternary serial
brac_author_2256,brac_paper_1314,13th International Conference on Electrical and Computer (ICECE),parallel adders
brac_author_2258,brac_paper_1315,2010.,24th IEEE International Conference on Advanced Information Networking
brac_author_2259,brac_paper_1315,2010.,Applications ( AINA )
brac_author_2258,brac_paper_1316,392-399,24th IEEE International Conference on Advanced Information Networking
brac_author_2260,brac_paper_1316,392-399,Applications ( AINA 2010 )
brac_author_2261,brac_paper_1317,A.K.M. Ashikur Rahman,S.M.R. Ahsan
brac_author_2262,brac_paper_1317,A.K.M. Ashikur Rahman,M.S. Islam
brac_author_2263,brac_paper_1317,A.K.M. Ashikur Rahman,N. Hassan
brac_author_2264,brac_paper_1318,A.K.M. Ashikur Rahman,H. Roy
brac_author_2265,brac_paper_1318,A.K.M. Ashikur Rahman,S.K. De
brac_author_2266,brac_paper_1318,A.K.M. Ashikur Rahman,Md. Maniruzzaman
brac_author_2233,brac_paper_1319,534-537,In Proceedings of the 6th International Conference on Electrical
brac_author_2267,brac_paper_1319,534-537,Computer Engineering
brac_author_2268,brac_paper_1320,IEEE International Conference on Cybernetics and Intelligent Systems,Automatic Detection
brac_author_2269,brac_paper_1320,IEEE International Conference on Cybernetics and Intelligent Systems,Recognition of Traffic Signs
brac_author_979,brac_paper_1321,Experiments on Union-Find Algorithms for the Disjoint-Set Data Structure,Md. Mostofa Ali Patwary
brac_author_2270,brac_paper_1321,Experiments on Union-Find Algorithms for the Disjoint-Set Data Structure,J. Blair
brac_author_980,brac_paper_1321,Experiments on Union-Find Algorithms for the Disjoint-Set Data Structure,F. Manne
brac_author_2271,brac_paper_1322,45-54,the Fourth ACM SIGPLAN Workshop on High-level Parallel Programming
brac_author_2272,brac_paper_1322,45-54,Applications (HLPP 2010)
brac_author_358,brac_paper_1323,WCNC,Anindya Iqbal
brac_author_1085,brac_paper_1323,WCNC,M. Murshed
brac_author_2273,brac_paper_1323,WCNC,Attack-Resistant Sensor Localization under Realistic Wireless Signal Fading
brac_author_874,brac_paper_1324,M. Sohel Rahman,J. S. Firoz
brac_author_972,brac_paper_1324,M. Sohel Rahman,Masud Hasan
brac_author_973,brac_paper_1324,M. Sohel Rahman,A. Z. Khan
brac_author_2274,brac_paper_1325,Second International Conference on Computer Engineering and Applications,An Improved Pipelined Processor Architecture Eliminating Branch
brac_author_2275,brac_paper_1325,Second International Conference on Computer Engineering and Applications,Jump Penalty
brac_author_2276,brac_paper_1326,Solving the multi-dimensional multi-choice knapsack problem with the help of ants,Md. Shahrear Iqbal
brac_author_2277,brac_paper_1326,Solving the multi-dimensional multi-choice knapsack problem with the help of ants,M. F. Bari
brac_author_180,brac_paper_1326,Solving the multi-dimensional multi-choice knapsack problem with the help of ants,M. Sohel Rahman
brac_author_2278,brac_paper_1327,SPIRE,String Processing
brac_author_2279,brac_paper_1327,SPIRE,Information Retrieval - 17th International Symposium
brac_author_989,brac_paper_1328,Shampa Shahriyar,S. B. Ahsan
brac_author_990,brac_paper_1328,Shampa Shahriyar,T. M. Moosa
brac_author_180,brac_paper_1328,Shampa Shahriyar,M. Sohel Rahman
brac_author_111,brac_paper_1329,ISCO 2010 Proceedings: Electronic Notes in Discrete Mathematics,Mahfuza Sharmin
brac_author_2280,brac_paper_1329,ISCO 2010 Proceedings: Electronic Notes in Discrete Mathematics,R. Yeasmin
brac_author_972,brac_paper_1329,ISCO 2010 Proceedings: Electronic Notes in Discrete Mathematics,Masud Hasan
brac_author_2246,brac_paper_1329,ISCO 2010 Proceedings: Electronic Notes in Discrete Mathematics,A. Rahman
brac_author_180,brac_paper_1329,ISCO 2010 Proceedings: Electronic Notes in Discrete Mathematics,M. Sohel Rahman
brac_author_2281,brac_paper_1329,ISCO 2010 Proceedings: Electronic Notes in Discrete Mathematics,Pancake Flipping with Two Spatulas
brac_author_1013,brac_paper_1330,Solving a Generalized Version of the Exact Cover Problem with a Light-Based Device,S. M. S. Hossain
brac_author_1014,brac_paper_1330,Solving a Generalized Version of the Exact Cover Problem with a Light-Based Device,M. M. Rahman
brac_author_180,brac_paper_1330,Solving a Generalized Version of the Exact Cover Problem with a Light-Based Device,M. Sohel Rahman
brac_author_2282,brac_paper_1331,27 - 32,13th International Conference on Computer
brac_author_1825,brac_paper_1331,27 - 32,Information Technology (ICCIT)
brac_author_2283,brac_paper_1332,2010.,13th Japan-Korea Joint Workshop on Algorithms
brac_author_2284,brac_paper_1332,2010.,Computation (WAAC 2010)
brac_author_2252,brac_paper_1333,423 - 426,International Conference on Electrical
brac_author_2234,brac_paper_1333,423 - 426,Computer Engineering (ICECE)
brac_author_2285,brac_paper_1334,IEEE NSSS,A Novel Anonymization Technique to Trade-off Location Privacy
brac_author_2286,brac_paper_1334,IEEE NSSS,Data Integrity in Participatory Sensing Systems
brac_author_1009,brac_paper_1335,Fifth IEEE International Conference on Digital Information Management,R. Paul
brac_author_293,brac_paper_1335,Fifth IEEE International Conference on Digital Information Management,Abu Sayed Md. Latiful Hoque
brac_author_2287,brac_paper_1335,Fifth IEEE International Conference on Digital Information Management,Clustering Medical Data to Predict the Likelihood of Diseases
brac_author_1009,brac_paper_1336,Fifth IEEE International Conference on Digital Information Management,R. Paul
brac_author_293,brac_paper_1336,Fifth IEEE International Conference on Digital Information Management,Abu Sayed Md. Latiful Hoque
brac_author_2288,brac_paper_1336,Fifth IEEE International Conference on Digital Information Management,Mining Irregular Association Rule based on Action & Non-action Type Data
brac_author_1009,brac_paper_1337,Fifth IEEE International Conference on Digital Information Management,R. Paul
brac_author_293,brac_paper_1337,Fifth IEEE International Conference on Digital Information Management,Abu Sayed Md. Latiful Hoque
brac_author_2289,brac_paper_1337,Fifth IEEE International Conference on Digital Information Management,Finding Symmetric Association Rules to Support Medical Qualitative Research
brac_author_2290,brac_paper_1338,300-305,Proceedings of 13th International Conference on Computer
brac_author_2291,brac_paper_1338,300-305,Information Technology (ICCIT 2010)
brac_author_2292,brac_paper_1339,175-180,IEEE High Performance Switching
brac_author_2293,brac_paper_1339,175-180,Routing (HPSR)
brac_author_2292,brac_paper_1340,88-93,IEEE High Performance Switching
brac_author_2293,brac_paper_1340,88-93,Routing (HPSR)
brac_author_657,brac_paper_1341,NASA ESTF,Survivability
brac_author_2294,brac_paper_1341,NASA ESTF,Scalability of Space Networks
brac_author_2295,brac_paper_1342,12th IEEE Intl. Conference on High Performance Computing and Communications (HPCC),Scheduling
brac_author_2296,brac_paper_1342,12th IEEE Intl. Conference on High Performance Computing and Communications (HPCC),Queue management for Multi-class Traffic in Access Router of Mobility Protocol
brac_author_2058,brac_paper_1343,2010.,International Conference on Computer
brac_author_1825,brac_paper_1343,2010.,Information Technology (ICCIT)
brac_author_2058,brac_paper_1344,2010.,International Conference on Computer
brac_author_1825,brac_paper_1344,2010.,Information Technology (ICCIT)
brac_author_26,brac_paper_1345,Cost Analysis of Mobility Entities of Hierarchical Mobile IPv6,Md. Shohrab Hossain
brac_author_938,brac_paper_1345,Cost Analysis of Mobility Entities of Hierarchical Mobile IPv6,M. Atiquzzaman
brac_author_2061,brac_paper_1345,Cost Analysis of Mobility Entities of Hierarchical Mobile IPv6,W. Ivancic
brac_author_2209,brac_paper_1346,Proceedings of the 35th IEEE Local Computer Networks (LCN 2010),Anupam Das
brac_author_577,brac_paper_1346,Proceedings of the 35th IEEE Local Computer Networks (LCN 2010),Mohammad Mahfuzul Islam
brac_author_2297,brac_paper_1346,Proceedings of the 35th IEEE Local Computer Networks (LCN 2010),A Novel Feedback Based Fast Adaptive Trust Model for P2P Networks
brac_author_991,brac_paper_1347,41st North American Power Symposium,Design
brac_author_2298,brac_paper_1347,41st North American Power Symposium,analysis of a mini solar grid in remote area of Bangladesh
brac_author_2214,brac_paper_1348,and Reaz Ahmed,Md. Sadiqul Islam
brac_author_2215,brac_paper_1348,and Reaz Ahmed,Mahmudul Hasan Masum
brac_author_378,brac_paper_1348,and Reaz Ahmed,Md Shariful Islam Bhuyan
brac_author_2299,brac_paper_1349,562-565,2009 IEEE International Conference on Multimedia
brac_author_2300,brac_paper_1349,562-565,Expo
brac_author_2301,brac_paper_1350,242--249,2009 Digital Image Computing: Techniques
brac_author_603,brac_paper_1350,242--249,Applications
brac_author_1274,brac_paper_1351,Intelligent Mobile Health Monitoring System,Sheikh Iqbal Ahamed
brac_author_781,brac_paper_1351,Intelligent Mobile Health Monitoring System,Md. Mostofa Akbar
brac_author_753,brac_paper_1352,Finding all covers of an indeterminate string in O(n) time on average,Md. Faizul Bari
brac_author_180,brac_paper_1352,Finding all covers of an indeterminate string in O(n) time on average,M. Sohel Rahman
brac_author_2302,brac_paper_1352,Finding all covers of an indeterminate string in O(n) time on average,and Rifat Shahriyar
brac_author_2303,brac_paper_1353,2009.,International Conference on Computer Sciences
brac_author_2304,brac_paper_1353,2009.,Convergence Information Technology
brac_author_2305,brac_paper_1354,Hybrid LEACH: A relay node based low energy adaptive clustering hierarchy for wireless sensor networks,Akramul Azim
brac_author_577,brac_paper_1354,Hybrid LEACH: A relay node based low energy adaptive clustering hierarchy for wireless sensor networks,Mohammad Mahfuzul Islam
brac_author_2305,brac_paper_1355,9th IEEE Malaysia International Conference on Communications (MICC),Akramul Azim
brac_author_577,brac_paper_1355,9th IEEE Malaysia International Conference on Communications (MICC),Mohammad Mahfuzul Islam
brac_author_2306,brac_paper_1355,9th IEEE Malaysia International Conference on Communications (MICC),A dynamic round-time based fixed low energy adaptive clustering hierarchy for wireless sensor networks
brac_author_1049,brac_paper_1356,Straight-line grid drawings of label-constrained outerplanar graphs with O(nlogn) area,Md. Rezaul Karim
brac_author_1018,brac_paper_1356,Straight-line grid drawings of label-constrained outerplanar graphs with O(nlogn) area,Muhammad Jawaherul Alam
brac_author_283,brac_paper_1356,Straight-line grid drawings of label-constrained outerplanar graphs with O(nlogn) area,Md. Saidur Rahman
brac_author_2307,brac_paper_1357,Generating all triangulations of plane graphs,Mohammad Tanvir Parvez
brac_author_283,brac_paper_1357,Generating all triangulations of plane graphs,Md. Saidur Rahman
brac_author_1167,brac_paper_1357,Generating all triangulations of plane graphs,Shin-ichi Nakano
brac_author_2308,brac_paper_1358,Load Aware Broadcast in Mobile Ad Hoc Networks,Tanvir Al Amin
brac_author_1757,brac_paper_1358,Load Aware Broadcast in Mobile Ad Hoc Networks,Sukarna Barua
brac_author_862,brac_paper_1358,Load Aware Broadcast in Mobile Ad Hoc Networks,A.K.M. Ashikur Rahman
brac_author_2309,brac_paper_1359,Q-Tree: a Multi-attribute Based Range Query Solution for Tele-immersive Framework,Md Ahsan Arefin
brac_author_684,brac_paper_1359,Q-Tree: a Multi-attribute Based Range Query Solution for Tele-immersive Framework,Md. Yusuf Sarwar Uddin
brac_author_2310,brac_paper_1359,Q-Tree: a Multi-attribute Based Range Query Solution for Tele-immersive Framework,Indranil Gupta
brac_author_2311,brac_paper_1359,Q-Tree: a Multi-attribute Based Range Query Solution for Tele-immersive Framework,Klara Nahrstedt
brac_author_684,brac_paper_1360,Robin Kravets,Md. Yusuf Sarwar Uddin
brac_author_924,brac_paper_1360,Robin Kravets,Hossein Ahmadi
brac_author_925,brac_paper_1360,Robin Kravets,Tarek Abdelzaher
brac_author_684,brac_paper_1361,Robin Kravets,Md. Yusuf Sarwar Uddin
brac_author_2312,brac_paper_1361,Robin Kravets,David Nicol
brac_author_925,brac_paper_1361,Robin Kravets,Tarek Abdelzaher
brac_author_2174,brac_paper_1362,Masud Hasan,M.M.M. Khan
brac_author_2313,brac_paper_1362,Masud Hasan,A.K. Biswas
brac_author_2173,brac_paper_1362,Masud Hasan,S. Chowdhury
brac_author_2314,brac_paper_1363,215-218,International Conference on Electronics
brac_author_2315,brac_paper_1363,215-218,Computer Technology
brac_author_2316,brac_paper_1364,150-155,The Fourth IEEE International Conference on Industrial electronics
brac_author_2317,brac_paper_1364,150-155,Applications (ICIEA)
brac_author_2318,brac_paper_1365,A.K.M. Ashikur Rahman,Md.T.A. Amin
brac_author_2319,brac_paper_1365,A.K.M. Ashikur Rahman,S. Barua
brac_author_2320,brac_paper_1365,A.K.M. Ashikur Rahman,S. Vhaduri
brac_author_2129,brac_paper_1366,8th International Conference on Ad hoc Networks and Wireless ( Adhoc-NOW),An Efficient
brac_author_2321,brac_paper_1366,8th International Conference on Ad hoc Networks and Wireless ( Adhoc-NOW),Scalable Address Autoconfiguration in Mobile Ad Hoc Networks
brac_author_1108,brac_paper_1367,2009.,Computers
brac_author_2322,brac_paper_1367,2009.,Signal Processing
brac_author_2209,brac_paper_1368,International Conference on Artificial Intelligence,Anupam Das
brac_author_2323,brac_paper_1368,International Conference on Artificial Intelligence,S. M. Abdullah
brac_author_2324,brac_paper_1368,International Conference on Artificial Intelligence,Evolving Multilayer Neural Networks using Permutation free Encoding Technique
brac_author_2325,brac_paper_1369,Dynamic Adaptive Content Delivery using Genetic Algorithm,M. M. Hossain
brac_author_781,brac_paper_1369,Dynamic Adaptive Content Delivery using Genetic Algorithm,Md. Mostofa Akbar
brac_author_1004,brac_paper_1369,Dynamic Adaptive Content Delivery using Genetic Algorithm,Md. Humayun Kabir
brac_author_1004,brac_paper_1370,IEEE PACRIM,Md. Humayun Kabir
brac_author_2326,brac_paper_1370,IEEE PACRIM,M. A. Haque
brac_author_2327,brac_paper_1370,IEEE PACRIM,A Novel Block Matching Algorithm for Motion Vector Estimation
brac_author_1004,brac_paper_1371,Collaborative Proxy Peering System (CPPS) for Scalable Video Streaming,Md. Humayun Kabir
brac_author_2328,brac_paper_1371,Collaborative Proxy Peering System (CPPS) for Scalable Video Streaming,G. C. Shoja
brac_author_2329,brac_paper_1371,Collaborative Proxy Peering System (CPPS) for Scalable Video Streaming,E. G. Manning
brac_author_2330,brac_paper_1372,G. Sorwar,M. M. Hasan
brac_author_2331,brac_paper_1372,G. Sorwar,M. A. Ali
brac_author_1004,brac_paper_1372,G. Sorwar,Md. Humayun Kabir
brac_author_2332,brac_paper_1373,186?195,Proceedings of Eighth International Conference on Parallel Processing
brac_author_2333,brac_paper_1373,186?195,Applied Mathmatics (PPAM)
brac_author_2334,brac_paper_1374,Parallel Architectures and Compilation Techniques,Decoupled
brac_author_2335,brac_paper_1374,Parallel Architectures and Compilation Techniques,Delegable Cache Data
brac_author_2336,brac_paper_1374,Parallel Architectures and Compilation Techniques,Metadata
brac_author_2337,brac_paper_1375,Maximum Neighbour Voronoi Games,M. M. Rasheed
brac_author_972,brac_paper_1375,Maximum Neighbour Voronoi Games,Masud Hasan
brac_author_180,brac_paper_1375,Maximum Neighbour Voronoi Games,M. Sohel Rahman
brac_author_972,brac_paper_1376,M. Sohel Rahman,Masud Hasan
brac_author_2338,brac_paper_1376,M. Sohel Rahman,S. Hossain
brac_author_1014,brac_paper_1376,M. Sohel Rahman,M. M. Rahman
brac_author_2339,brac_paper_1377,he Second International Workshop on Optical Super Computing (OSC),R. Hasan
brac_author_180,brac_paper_1377,he Second International Workshop on Optical Super Computing (OSC),M. Sohel Rahman
brac_author_2340,brac_paper_1377,he Second International Workshop on Optical Super Computing (OSC),Computing a solution for the Subset Sum Problem with a Light Based Device
brac_author_2341,brac_paper_1378,IEEE International Conference on Fuzzy Systems,Pattern based object segmentation using split
brac_author_2342,brac_paper_1378,IEEE International Conference on Fuzzy Systems,merge
brac_author_2343,brac_paper_1379,Md. Saidur Rahman,Md. Abul Hassan Samee
brac_author_1018,brac_paper_1379,Md. Saidur Rahman,Muhammad Jawaherul Alam
brac_author_174,brac_paper_1379,Md. Saidur Rahman,Muhammad Abdullah Adnan
brac_author_2344,brac_paper_1380,663-668,Proceedings of 2009 12th International Conference on Computer
brac_author_2345,brac_paper_1380,663-668,Information Technology (ICCIT 2009)
brac_author_2346,brac_paper_1381,657-662,Proceedings of 12th International Conference on Computer
brac_author_2345,brac_paper_1381,657-662,Information Technology (ICCIT 2009)
brac_author_2347,brac_paper_1382,Proceedings of 12th International Conference on Computer and Information Technology (ICCIT 2009),Optimized Entity Attribute Value Model: A Search Eficient Representation of High Dimensional
brac_author_2348,brac_paper_1382,Proceedings of 12th International Conference on Computer and Information Technology (ICCIT 2009),Sparse Data
brac_author_2349,brac_paper_1383,Proceedings of 12th International Conference on Computer and Information Technology (ICCIT 2009),Cleaning
brac_author_2350,brac_paper_1383,Proceedings of 12th International Conference on Computer and Information Technology (ICCIT 2009),Clustering of Sensor Data by K-Means Algorithm for Efficient Query Processing
brac_author_2351,brac_paper_1384,2009.,2nd Int. Conf. on Computer Science
brac_author_2352,brac_paper_1384,2009.,Application (CSA 2009)
brac_author_2353,brac_paper_1385,IEEE GLOBECOM,Stochastic Properties
brac_author_2354,brac_paper_1385,IEEE GLOBECOM,Application of City Section Mobility model
brac_author_1003,brac_paper_1386,On the Longest Vulnerable Path inside Sensor Network from Boundary Regions,Chowdhury Sayeed Hyder
brac_author_2246,brac_paper_1386,On the Longest Vulnerable Path inside Sensor Network from Boundary Regions,A. Rahman
brac_author_972,brac_paper_1386,On the Longest Vulnerable Path inside Sensor Network from Boundary Regions,Masud Hasan
brac_author_2355,brac_paper_1387,The First International Workshop on Vehicular Communication Technologies,Testbed Implementation
brac_author_2356,brac_paper_1387,The First International Workshop on Vehicular Communication Technologies,Performance Analysis
brac_author_2357,brac_paper_1388,1--4,2007 10th international conference on computer
brac_author_2358,brac_paper_1388,1--4,information technology
brac_author_2359,brac_paper_1389,127-131,2008 11th International Conference on Computer
brac_author_2059,brac_paper_1389,127-131,Information Technology
brac_author_378,brac_paper_1390,Nonconcatenative morphology: An HPSG analysis,Md Shariful Islam Bhuyan
brac_author_2216,brac_paper_1390,Nonconcatenative morphology: An HPSG analysis,and Reaz Ahmed
brac_author_378,brac_paper_1391,An HPSG analysis of Arabic verb,Md Shariful Islam Bhuyan
brac_author_752,brac_paper_1391,An HPSG analysis of Arabic verb,Reaz Ahmed
brac_author_2360,brac_paper_1392,1521-1524,2008 IEEE International Conference on Multimedia
brac_author_2300,brac_paper_1392,1521-1524,Expo
brac_author_2361,brac_paper_1393,G Lu,IJ Sumana
brac_author_2217,brac_paper_1393,G Lu,MM Islam
brac_author_2218,brac_paper_1393,G Lu,D Zhang
brac_author_2362,brac_paper_1394,191-198,2008 Digital Image Computing: Techniques
brac_author_603,brac_paper_1394,191-198,Applications
brac_author_2363,brac_paper_1395,1.000000,Proceedings of the International MultiConference of Engineers
brac_author_2364,brac_paper_1395,1.000000,Computer Scientists
brac_author_1003,brac_paper_1396,Application of artificial neural network in social computing in the context of third world countries,Chowdhury Sayeed Hyder
brac_author_2365,brac_paper_1396,Application of artificial neural network in social computing in the context of third world countries,Mohammad Tanvir Irfan
brac_author_2366,brac_paper_1397,25-30,11th International Conference on Computer
brac_author_2367,brac_paper_1397,25-30,Information Technology (ICCIT 2008)
brac_author_2368,brac_paper_1398,Pairwise compatibility graphs,Muhammad Nur Yanhaona
brac_author_2369,brac_paper_1398,Pairwise compatibility graphs,K. S. M. Tozammel Hossain
brac_author_283,brac_paper_1398,Pairwise compatibility graphs,Md. Saidur Rahman
brac_author_2370,brac_paper_1399,Virtual Battery: an Energy Reserve Abstraction for Embedded Sensor Networks,Qing Cao
brac_author_2371,brac_paper_1399,Virtual Battery: an Energy Reserve Abstraction for Embedded Sensor Networks,Debessay Kassa
brac_author_2240,brac_paper_1399,Virtual Battery: an Energy Reserve Abstraction for Embedded Sensor Networks,Nam Pham
brac_author_684,brac_paper_1399,Virtual Battery: an Energy Reserve Abstraction for Embedded Sensor Networks,Md. Yusuf Sarwar Uddin
brac_author_925,brac_paper_1399,Virtual Battery: an Energy Reserve Abstraction for Embedded Sensor Networks,Tarek Abdelzaher
brac_author_1997,brac_paper_1400,2008.,International Conference on Distributed Computing
brac_author_1894,brac_paper_1400,2008.,Networking
brac_author_2372,brac_paper_1401,ACIS International Conference on Software Engineering,Fast preemptive task scheduling algorithm for homogeneous
brac_author_2373,brac_paper_1401,ACIS International Conference on Software Engineering,heterogeneous distributed memory systems
brac_author_2374,brac_paper_1402,International Conference on Computer and Information Technology,Smallest
brac_author_2375,brac_paper_1402,International Conference on Computer and Information Technology,some new equiprojective polyhedra
brac_author_2376,brac_paper_1403,2008.,Annual Workshop on Algorithms
brac_author_2377,brac_paper_1403,2008.,Computation (WALCOM 2009)
brac_author_60,brac_paper_1404,L. Kulik,Mohammed Eunus Ali
brac_author_928,brac_paper_1404,L. Kulik,E. Tanin
brac_author_929,brac_paper_1404,L. Kulik,R. Zhang
brac_author_60,brac_paper_1405,L. Kulik,Mohammed Eunus Ali
brac_author_929,brac_paper_1405,L. Kulik,R. Zhang
brac_author_928,brac_paper_1405,L. Kulik,E. Tanin
brac_author_1025,brac_paper_1406,A.K.M. Ashikur Rahman,M.E. Hoque
brac_author_1026,brac_paper_1406,A.K.M. Ashikur Rahman,F. Rahman
brac_author_2378,brac_paper_1406,A.K.M. Ashikur Rahman,S. K. Kundu
brac_author_2379,brac_paper_1407,A.K.M. Ashikur Rahman,M. Ahmed
brac_author_707,brac_paper_1407,A.K.M. Ashikur Rahman,
brac_author_2380,brac_paper_1407,A.K.M. Ashikur Rahman,M. Shariar
brac_author_2381,brac_paper_1407,A.K.M. Ashikur Rahman,S. Zerin
brac_author_2382,brac_paper_1408,817-824,Methods
brac_author_2383,brac_paper_1408,817-824,Tools (DSD 2008)
brac_author_2384,brac_paper_1409,2091-2096,Proceedings of Joint 4th International Conference on Soft Computing
brac_author_2385,brac_paper_1409,2091-2096,Intelligent Systems
brac_author_2386,brac_paper_1409,2091-2096,9th International Symposium on Advanced Intelligent Systems
brac_author_2387,brac_paper_1410,Proceedings of the International Joint Conference on Neural Networks (IJCNN2008),Single-layered Complex-valued Neural Networks
brac_author_2388,brac_paper_1410,Proceedings of the International Joint Conference on Neural Networks (IJCNN2008),Their Ensembles for Real-valued Classification Problems
brac_author_1036,brac_paper_1411,Training of Neural Network Ensemble Through Progressive Interaction,M. A. H. Akhand
brac_author_667,brac_paper_1411,Training of Neural Network Ensemble Through Progressive Interaction,Md. Monirul Islam
brac_author_935,brac_paper_1411,Training of Neural Network Ensemble Through Progressive Interaction,K. Murase
brac_author_2389,brac_paper_1412,Proceedings of the International Joint Conference on Neural Networks (IJCNN2008),An Adaptive Merging
brac_author_2390,brac_paper_1412,Proceedings of the International Joint Conference on Neural Networks (IJCNN2008),Growing Algorithm for Designing Artificial Neural Networks
brac_author_2384,brac_paper_1413,(SCIS&ISIS2008),Proceedings of Joint 4th International Conference on Soft Computing
brac_author_2385,brac_paper_1413,(SCIS&ISIS2008),Intelligent Systems
brac_author_2386,brac_paper_1413,(SCIS&ISIS2008),9th International Symposium on Advanced Intelligent Systems
brac_author_2391,brac_paper_1414,Controlling Remote Systems Using Mobile Telephony,S M Sohan
brac_author_781,brac_paper_1414,Controlling Remote Systems Using Mobile Telephony,Md. Mostofa Akbar
brac_author_2384,brac_paper_1415,924-929,Proceedings of Joint 4th International Conference on Soft Computing
brac_author_2385,brac_paper_1415,924-929,Intelligent Systems
brac_author_2392,brac_paper_1415,924-929,9th International Symposium on Advanced Intelligent Systems (SCIS&ISIS2008)
brac_author_2393,brac_paper_1416,143-150,International Symposium on Performance Evaluation of Computer
brac_author_2394,brac_paper_1416,143-150,Telecommunication Systems SPECTS
brac_author_2393,brac_paper_1417,114-121,International Symposium on Performance Evaluation of Computer
brac_author_2394,brac_paper_1417,114-121,Telecommunication Systems SPECTS
brac_author_2395,brac_paper_1418,Lecture Notes in Computer Science,A New Adaptive Strategy for Pruning
brac_author_2396,brac_paper_1418,Lecture Notes in Computer Science,Adding Hidden Neurons during Training Artificial Neural Networks
brac_author_2209,brac_paper_1419,5th international symposium on Neural Networks: Advances in Neural Networks,Anupam Das
brac_author_26,brac_paper_1419,5th international symposium on Neural Networks: Advances in Neural Networks,Md. Shohrab Hossain
brac_author_2323,brac_paper_1419,5th international symposium on Neural Networks: Advances in Neural Networks,S. M. Abdullah
brac_author_2397,brac_paper_1419,5th international symposium on Neural Networks: Advances in Neural Networks,R. Islam
