Authors,Title
"1294.	Akramul Azim, Mohammad Mahfuzul Islam, Dynamic service policy-based clustered wireless networks",IEEE International Conference on Wireless and Mobile Computing
"1295.	Akramul Azim, Mohammad Mahfuzul Islam",Estimating the initial battery power of nodes and the optimal number of clusters to achieve the expected life span of wireless sensor networks
"1296.	Tanveer Awal, Md. Saidur Rahman, A linear algorithm for resource four-partitioningfour-connected planar Graphs",In Proceedings of the 6th International Conference on Electrical and Computer Engineering (ICECE)
"1297.	Md. Emran Chowdhury, Md. Jawaherul Alam, Md. Saidur Rahman",Fewer bends point- set embedding with mapping
"1298.	Debajyoti Mondal, Rahnuma Islam Nishat, Md. Saidur Rahman, Muhammad Jawaherul Alam, Minimum-area drawings of plane 3-trees",22nd Canadian Conference on Computational Geometry (CCCG 2010)
"1299.	Sudip Biswas, Debajyoti Mondal, Rahnuma Islam Nishat, Md. Saidur Rahman, Minimum- segment convex drawings of 3-connected cubic plane graphs",16th Annual International Computing and Combinatorics Conference (COCOON 2010)
"1300.	A. B. M. Alim Al Islam, V. Raghunathan",Analyzing the Impact of Retransmission Timeout Bounds in Wireless Mesh Networks
"1301.	Hasan Shahid Ferdous, Manzur Murshed",Enhanced IEEE 802.11 by Integrating Multiuser Dynamic OFDMA
"1302.	Md. Mustafizur Rahman, S. M. Ferdous, Syed Ishtiaque Ahmed",Increasing intelligibility in the speech of the autistic children by an interactive computer game
"1303.	Nam Pham, Raghu Ganti, Md. Yusuf Sarwar Uddin, Suman Nath, Tarek Abdelzaher",Privacy-Preserving Reconstruction of Multidimensional Data Maps in Vehicular Participatory Sensing
"1304.	Md. Yusuf Sarwar Uddin, Brighten Godfrey, Tarek Abdelzaher",RELICS: In-network Realization of Incentives to Combat Selfishness in DTNs
"1305.	Md. Yusuf Sarwar Uddin, Fatemeh Saremi, Tarek Abdelzaher",End-to-End Delay Bound for Prioritized Data Flows in Disruption-tolerant Networks
"1306.	Tanzima Hashem, Lars Kulik, Rui Zhang, Privacy preserving group nearest neighbor queries",3rd International Conference on Extending Database Technology (EDBT)
"1307.	M.R Islam, M. Sohel Rahman, Masud Hasan, M.M. Hasan",IMIPS: An improved pipelined processor architecture with reduced branch penalty and single memory for instruction and data
"1308.	Chowdhury Sayeed Hyder, A. Rahman, Masud Hasan",On the Longest Vulnerable Path inside a Sensor Network from Boundary Regions
"1309.	S.I. Ahmed, Masud Hasan, A. Sopan, Vindictive Voronoi games and stabbing Delaunay circles",International Symposium on Voronoi Diagram in Science and Engineering
1310.	Masud Hasan,Non-)Equiprojectivity and (Non-)Biprojectivity of Simplicial Polyhedra
"1311.	S. Nutanong, E. Tanin, Mohammed Eunus Ali, L. Kulik, Local Network Voronoi Diagram","ACM SIGSPATIAL GIS 2010,(Acceptance rate 20%)."
"1312.	Masud Hasan, S. Hossain, M.M.M. Rahman",Solving the minimum hitting set problem with a light-based device
"1313.	M. A. Wahid, M. Kaykobad, Masud Hasan, Kinetisation of view of 3D point set",International Conference on Computer and Information Technology (ICCIT)
"1314.	A. Das, I. Jahangir, Masud Hasan, S. Hossain",On the design and analysis of quaternary serial and parallel adders
"1315.	A. Das, I. Jahangir, Masud Hasan, Design of quaternary serial and parallel adders",13th International Conference on Electrical and Computer (ICECE)
"1316.	S. Saha, S.R. Hussain, A.K.M. Ashikur Rahman, RBP: Reliable Broadcasting Protocol in Large Scale Mobile Ad Hoc Networks",24th IEEE International Conference on Advanced Information Networking and Applications ( AINA )
"1317.	Nashid Shahriar, S. A. I. Mujib, A. R. Roy, A.K.M. Ashikur Rahman, Iterative route discovery in AODV",24th IEEE International Conference on Advanced Information Networking and Applications ( AINA 2010 )
"1318.	S.M.R. Ahsan, M.S. Islam, N. Hassan, A.K.M. Ashikur Rahman",Exploiting packet distribution for tuning RTS threshold in IEEE 802.11
"1319.	H. Roy, S.K. De, Md. Maniruzzaman, A.K.M. Ashikur Rahman",Fault Tolerant Power-Aware Topology Control for Ad-Hoc Wireless Networks
"1320.	Tanveer Awal, M. Mahbubuzzaman, M. A. Kashem, Algorithm for l-Vertex-coloring of Trees",In Proceedings of the 6th International Conference on Electrical and Computer Engineering
"1321.	M. S. Hossain, M. M. Hasan, M. A. Ali, Md. Humayun Kabir, A B M S. Ali, Automatic Detection and Recognition of Traffic Signs",IEEE International Conference on Cybernetics and Intelligent Systems
"1322.	Md. Mostofa Ali Patwary, J. Blair, F. Manne, Experiments on Union-Find Algorithms for the Disjoint-Set Data Structure",Proceedings of 9th International Symposium on Experimental Algorithms (SEA 2010)
"1323.	Md. Mostofa Ali Patwary, R. H. Bisseling, F. Manne, Parallel Greedy Graph Matching using an Edge Partitioning Approach, Proceedings of ICFP Workshops",the Fourth ACM SIGPLAN Workshop on High-level Parallel Programming and Applications (HLPP 2010)
"1324.	Anindya Iqbal, M. Murshed",Attack-Resistant Sensor Localization under Realistic Wireless Signal Fading
"1325.	J. S. Firoz, Masud Hasan, A. Z. Khan, M. Sohel Rahman",The 1.375 Approximation Algorithm for Sorting by Transpositions Can Run in O(nlogn) Time (Conference
"1326.	M. R. Hasan, M. Sohel Rahman, Masud Hasan, M. M. Hasan, M. A. Ali",An Improved Pipelined Processor Architecture Eliminating Branch and Jump Penalty
"1327.	Md. Shahrear Iqbal, M. F. Bari, M. Sohel Rahman",Solving the multi-dimensional multi-choice knapsack problem with the help of ants
"1328.	E. Farhana, J. Ferdous, T. M. Moosa, M. Sohel Rahman",Algorithms for the Generalized Constrained Longest Common Subsequence Problems
"1329.	S. B. Ahsan, T. M. Moosa, M. Sohel Rahman, Shampa Shahriyar",Computing a Longest Common Subsequence of two strings when one of them is Run Length Encoded (Conference
"1330.	Mahfuza Sharmin, R. Yeasmin, Masud Hasan, A. Rahman, M. Sohel Rahman, Pancake Flipping with Two Spatulas",ISCO 2010 Proceedings: Electronic Notes in Discrete Mathematics
"1331.	S. M. S. Hossain, M. M. Rahman, M. Sohel Rahman",Solving a Generalized Version of the Exact Cover Problem with a Light-Based Device
"1332.	M. Crochemore, Masud Hasan, T. M. Moosa, M. Sohel Rahman, Two dimensional Range Minimum/Maximum Query revisited",13th International Conference on Computer and Information Technology (ICCIT)
"1333.	Rahnuma Islam Nishat, Debajyoti Mondal, Md. Saidur Rahman, Visibility drawings of plane 3- trees",13th Japan-Korea Joint Workshop on Algorithms and Computation (WAAC 2010)
"1334.	Masud Hasan, S. M. S. Hossain, M. M. Rahman, M. Sohel Rahman, Solving Minimum Hitting Set Problem with a Light-Based Device",International Conference on Electrical and Computer Engineering (ICECE)
"1335.	M. Murshed, T. Sabrina, Anindya Iqbal, Kh. M. Alam",A Novel Anonymization Technique to Trade-off Location Privacy and Data Integrity in Participatory Sensing Systems
"1336.	R. Paul, Abu Sayed Md. Latiful Hoque, Clustering Medical Data to Predict the Likelihood of Diseases",Fifth IEEE International Conference on Digital Information Management
"1337.	R. Paul, Abu Sayed Md. Latiful Hoque",Mining Irregular Association Rule based on Action & Non-action Type Data
"1338.	R. Paul, Abu Sayed Md. Latiful Hoque",Finding Symmetric Association Rules to Support Medical Qualitative Research
"1339.	A. Habib, Abu Sayed Md. Latiful Hoque, Towards Mobile based e-Learning in Bangladesh: a Framework",Proceedings of 13th International Conference on Computer and Information Technology (ICCIT 2010)
"1340.	Md. Shohrab Hossain, M. Atiquzzaman, W. Ivancic",Cost Analysis of Mobility Management Entities for SIGMA
"1341.	Md. Shohrab Hossain, A. Z. M. Shahriar, M. Atiquzzaman, W. Ivancic, Scalability Analysis of PD-based schemes of NEMO",IEEE High Performance Switching and Routing (HPSR)
"1342.	Md. Shohrab Hossain, M. Atiquzzaman, W. Ivancic",Survivability and Scalability of Space Networks
"1343.	Md. Shohrab Hossain, M. Atiquzzaman, W. Ivancic",Scheduling and Queue management for Multi-class Traffic in Access Router of Mobility Protocol
"1344.	Md. Shohrab Hossain, M. Atiquzzaman, W. Ivancic, Performance Analysis of NEMO BSP using City Section Mobility Model",International Conference on Computer and Information Technology (ICCIT)
"1345.	Md. Shohrab Hossain, M. Atiquzzaman, W. Ivancic, Cost analysis of NEMO protocol entities",International Conference on Computer and Information Technology (ICCIT)
"1346.	Md. Shohrab Hossain, M. Atiquzzaman, W. Ivancic",Cost Analysis of Mobility Entities of Hierarchical Mobile IPv6
"1347.	Anupam Das, Mohammad Mahfuzul Islam",A Novel Feedback Based Fast Adaptive Trust Model for P2P Networks
"1348.	S. I. Khan, M. A. Kashem, M. A. Hoque",Design and analysis of a mini solar grid in remote area of Bangladesh
"1349.	Md. Sadiqul Islam, Mahmudul Hasan Masum, Md Shariful Islam Bhuyan, and Reaz Ahmed, An HPSG Analysis of Declension in Arabic Grammar",10th International Arab Conference on Information Technology (ACIT2009)
"1350.	D Zhang, MM Islam, G Lu, J Hou",Rotation invariant curvelet features for texture image retrieval
"1351.	D Zhang, MM Islam, G Lu, J Hou",Semantic image retrieval using region based inverted file
"1352.	Rifat Shahriyar, Md. Faizul Bari, Gourab Kundu, Sheikh Iqbal Ahamed and Md. Mostofa Akbar, Intelligent Mobile Health Monitoring System",Second International ICST Conference on Electronic Healthcare for the 21st century
"1353.	Md. Faizul Bari, M. Sohel Rahman, and Rifat Shahriyar",Finding all covers of an indeterminate string in O(n) time on average
"1354.	Rakibul Haque, Atiqul Islam, Ashik Khan, Mahmuda Naznin",DPUid : Distributed Algorithm for Proximity-based Unique ID Assignment in Wireless Sensor Networks
"1355.	Akramul Azim, Mohammad Mahfuzul Islam",Hybrid LEACH: A relay node based low energy adaptive clustering hierarchy for wireless sensor networks
"1356.	Akramul Azim, Mohammad Mahfuzul Islam",A dynamic round-time based fixed low energy adaptive clustering hierarchy for wireless sensor networks
"1357.	Md. Rezaul Karim, Muhammad Jawaherul Alam, Md. Saidur Rahman",Straight-line grid drawings of label-constrained outerplanar graphs with O(nlogn) area
"1358.	Mohammad Tanvir Parvez, Md. Saidur Rahman, Shin-ichi Nakano",Generating all triangulations of plane graphs
"1359.	Tanvir Al Amin, Sukarna Barua, A.K.M. Ashikur Rahman, Load Aware Broadcast in Mobile Ad Hoc Networks",IEEE International Conference on Communications (IEEE ICC)
"1360.	Md Ahsan Arefin, Md. Yusuf Sarwar Uddin, Indranil Gupta, Klara Nahrstedt",Q-Tree: a Multi-attribute Based Range Query Solution for Tele-immersive Framework
"1361.	Md. Yusuf Sarwar Uddin, Hossein Ahmadi, Tarek Abdelzaher, Robin Kravets",A Low-energy Multi-copy Inter-contact Routing Protocol for Disaster Response Networks
"1362.	Md. Yusuf Sarwar Uddin, David Nicol, Tarek Abdelzaher, Robin Kravets",A Post-disaster Mobility Model for Delay-tolerant Networking
"1363.	M.M.M. Khan, A.K. Biswas, S. Chowdhury, Masud Hasan, A.I. Khan",Synthesis of GF(3) based ternary reversible/quantum logic circuits without ancillary qutrits
"1364.	Atif Rahman, Mahmuda Naznin, Masud Hasan",Integer Linear Programming in Designing Universal Arrays with Multiplexed Applications
"1365.	T. Afroze, S. Sarkar, A. Islam, A.K.M. Ashikur Rahman, More Stable Ad-hoc On-Demand Distance Vector Routing Protocol",The Fourth IEEE International Conference on Industrial electronics and Applications (ICIEA)
"1366.	Md.T.A. Amin, S. Barua, S. Vhaduri, A.K.M. Ashikur Rahman, Load Aware Broadcast in Mobile Ad Hoc Networks","IEEE International Conference on Communications (ICC 2009),"
"1367.	S.R. Hussain,, S. Saha , A.K.M. Ashikur Rahman",An Efficient and Scalable Address Autoconfiguration in Mobile Ad Hoc Networks
"1368.	M. Sultana, Md. Mostofa Akbar, M. Rouf",Network Flow Heuristic Algorithm for a Distributed Web Service Selection Platform
"1369.	Anupam Das, S. M. Abdullah",Evolving Multilayer Neural Networks using Permutation free Encoding Technique
"1370.	M. M. Hossain, Md. Mostofa Akbar, Md. Humayun Kabir",Dynamic Adaptive Content Delivery using Genetic Algorithm
"1371.	Md. Humayun Kabir, M. A. Haque",A Novel Block Matching Algorithm for Motion Vector Estimation
"1372.	Md. Humayun Kabir, G. C. Shoja, E. G. Manning",Collaborative Proxy Peering System (CPPS) for Scalable Video Streaming
"1373.	M. M. Hasan, M. A. Ali, Md. Humayun Kabir, G. Sorwar",Object Segmentation using Block Based Pattern
"1374.	F. Manne, Md. Mostofa Ali Patwary, A Scalable Parallel Union-Find Algorithm for Distributed Memory Computers",Proceedings of Eighth International Conference on Parallel Processing and Applied Mathmatics (PPAM)
"1375.	Hemayet Hossain, S. Dwarkadas, M. C. Huang, Decoupled and Delegable Cache Data and Metadata",Parallel Architectures and Compilation Techniques
"1376.	M. M. Rasheed, Masud Hasan, M. Sohel Rahman",Maximum Neighbour Voronoi Games
"1377.	Masud Hasan, S. Hossain, M. M. Rahman, M. Sohel Rahman, An Optical Solution for the Subset Sum Problem",the Fourth International Workshop on Natural Computing (IWNC)
"1378.	R. Hasan, M. Sohel Rahman",Computing a solution for the Subset Sum Problem with a Light Based Device
"1379.	Z. Karim, N. R. Karim, M. M. Ali, G. Sorwar, Md. Monirul Islam, Mohammad Mahfuzul Islam",Pattern based object segmentation using split and merge
"1380.	Md. Abul Hassan Samee, Muhammad Jawaherul Alam, Muhammad Abdullah Adnan, Md. Saidur Rahman",Minimum Segment Drawings of Series-Parallel Graphs with the Maximum Degree Three
"1381.	G. M. M. Bashir, Abu Sayed Md. Latiful Hoque, Content Clustering of Computer Mediated Courseware Using Data Mining Technique",Proceedings of 2009 12th International Conference on Computer and Information Technology (ICCIT 2009)
"1382.	M. M. Hossain, Abu Sayed Md. Latiful Hoque, Integrated Data Warehousing for Telecommunication Industries",Proceedings of 12th International Conference on Computer and Information Technology (ICCIT 2009)
"1383.	R. Paul, Abu Sayed Md. Latiful Hoque",Optimized Entity Attribute Value Model: A Search Eficient Representation of High Dimensional and Sparse Data
"1384.	M. M. I. Khan, R. Paul, Abu Sayed Md. Latiful Hoque, Cleaning and Clustering of Sensor Data by K-Means Algorithm for Efficient Query Processing",Proceedings of 12th International Conference on Computer and Information Technology (ICCIT 2009)
"1385.	Md. Shohrab Hossain, M. Atiquzzaman",Signaling Cost Analysis of Mobility Protocols using City Section Mobility Model
"1386.	Md. Shohrab Hossain, M. Atiquzzaman",Stochastic Properties and Application of City Section Mobility model
"1387.	Chowdhury Sayeed Hyder, A. Rahman, Masud Hasan",On the Longest Vulnerable Path inside Sensor Network from Boundary Regions
"1388.	Sumaiya Iqbal, Shihabur Rahman Chowdhury, Chowdhury Sayeed Hyder, A. V. Vasilakos, C.-X. Wang, Vehicular Communication: Protocol Design, Testbed Implementation and Performance Analysis",The First International Workshop on Vehicular Communication Technologies
"1389.	A. S. Arefin, and M. A. Kashem Mia",NP-Completeness of the minimum edge-ranking spanning tree problem on series-parallel graphs
"1390.	Md Shariful Islam Bhuyan, and Reaz Ahmed, An HPSG analysis of Arabic passive",2008 11th International Conference on Computer and Information Technology
"1391.	Md Shariful Islam Bhuyan, and Reaz Ahmed",Nonconcatenative morphology: An HPSG analysis
"1392.	Md Shariful Islam Bhuyan and Reaz Ahmed, An HPSG analysis of Arabic verb",9th International Arab Conference on Information Technology (ACIT2008)
"1393.	MM Islam, D Zhang, G Lu",A geometric method to compute directionality features for texture images
"1394.	IJ Sumana, MM Islam, D Zhang, G Lu, Content based image retrieval using curvelet transform",2008 IEEE 10th Workshop on Multimedia Signal Processing
"1395.	MM Islam, D Zhang, G Lu",Automatic categorization of image regions using dominant color based vector quantization
"1396.	Swakkhar Shatabda, Atif Rahman, Masud Hasan, An Approximation Algorithm for Bounded Degree Closest Phylogenetic 2nd Root Problem",Proceedings of the International MultiConference of Engineers and Computer Scientists
"1397.	Md. Shamsuzzoha Bayzid, Anindya Iqbal, Chowdhury Sayeed Hyder and Mohammad Tanvir Irfan",Application of artificial neural network in social computing in the context of third world countries
"1398.	Md. Shariful Islam Bhuyan, Md. Saidur Rahman, Efficient Generation of Combinatorial Families",11th International Conference on Computer and Information Technology (ICCIT 2008)
"1399.	Muhammad Nur Yanhaona, K. S. M. Tozammel Hossain, Md. Saidur Rahman",Pairwise compatibility graphs
"1400.	Qing Cao, Debessay Kassa, Nam Pham, Md. Yusuf Sarwar Uddin, Tarek Abdelzaher",Virtual Battery: an Energy Reserve Abstraction for Embedded Sensor Networks
"1401.	M. Ahmed, S.M.H Chowdhury, Masud Hasan",List heuristic scheduling algorithms for distributed memory systems with improved time complexity
"1402.	M. Ahmed, S.M.H Chowdhury, Masud Hasan",Fast preemptive task scheduling algorithm for homogeneous and heterogeneous distributed memory systems
"1403.	Masud Hasan, M.M. Hossain, S. Nusrat, A. Lopez-Ortiz, Smallest and some new equiprojective polyhedra",International Conference on Computer and Information Technology
"1404.	Md. Muhibur Rasheed, Masud Hasan, M. Sohel Rahman, Maximum neighbor Voronoi games",Annual Workshop on Algorithms and Computation (WALCOM 2009)
"1405.	Mohammed Eunus Ali, E. Tanin, R. Zhang, L. Kulik",Load Balancing for Moving Object Management in a P2P Network
"1406.	Mohammed Eunus Ali, R. Zhang, E. Tanin, L. Kulik",A Motion-Aware Approach to Continuous Retrieval of 3D Objects
"1407.	M.E. Hoque, F. Rahman, S. K. Kundu, A.K.M. Ashikur Rahman, P. Gburzynski",Enhanced Partial Dominant Pruning (EPDP) Based Broadcasting in Ad hoc Wireless Networks (Conference
"1408.	M. Ahmed,, M. Shariar, S. Zerin, A.K.M. Ashikur Rahman",Analysis of Minimum-Energy Path-Preserving Graphs for Ad-hoc Wireless Networks (Conference
"1409.	P. Gburzynski,, B. Kaminska, A.K.M. Ashikur Rahman",Reliable Data Transmission over Simple Wireless Channels: a Case Study
"1410.	M. A. H. Akhand, Md. Monirul Islam, K. Murase, electing Neural Network Ensemble Methods based on Problems Characteristics: An Empirical Study",Proceedings of Joint 4th International Conference on Soft Computing and Intelligent Systems and 9th International Symposium on Advanced Intelligent Systems
"1411.	M. F. Amin, Md. Monirul Islam, K. Murase",Single-layered Complex-valued Neural Networks and Their Ensembles for Real-valued Classification Problems
"1412.	M. A. H. Akhand, Md. Monirul Islam, K. Murase, Training of Neural Network Ensemble Through Progressive Interaction",Proceedings of the International Joint Conference on Neural Networks (IJCNN2008)
"1413.	Md. Monirul Islam, M. F. Amin, S. Ahmed, K. Murase",An Adaptive Merging and Growing Algorithm for Designing Artificial Neural Networks
"1414.	M. F. Amin, Md. Monirul Islam, K. Murase, Enhancing Classification Ability of Single-Layered Complex-Valued Neural Network by Ensemble Methods",Proceedings of Joint 4th International Conference on Soft Computing and Intelligent Systems and 9th International Symposium on Advanced Intelligent Systems
"1415.	Rifat Shahriyar, Enamul Hoque, Iftekhar Naim, S M Sohan and Md. Mostofa Akbar, Controlling Remote Systems Using Mobile Telephony",1st International Conference on MOBILe Wireless MiddleWARE
"1416.	M. A. H. Akhand, Md. Monirul Islam, K. Murase, Ensemble with Selected Heterogeneous Neural Networks",Proceedings of Joint 4th International Conference on Soft Computing and Intelligent Systems and 9th International Symposium on Advanced Intelligent Systems (SCIS&ISIS2008)
"1417.	Md. E. Hoque, F. Rahman, S. K. Kundu, A.K.M. Ashikur Rahman, P. Gburzynski, Enhanced partial dominant pruning (EPDP) based broadcasting in ad hoc wireless networks",International Symposium on Performance Evaluation of Computer and Telecommunication Systems SPECTS
"1418.	M. Ahmed, M. Shahriar, S. Zerin, A.K.M. Ashikur Rahman, Analysis of minimum-energy path preserving graphs for ad hoc wireless networks",International Symposium on Performance Evaluation of Computer and Telecommunication Systems SPECTS
"1419.	Md. Monirul Islam, Md. Abdus Sattar, M. F. Amin, K. Murase",A New Adaptive Strategy for Pruning and Adding Hidden Neurons during Training Artificial Neural Networks
"1420.	Anupam Das, Md. Shohrab Hossain, S. M. Abdullah, R. Islam, Permutation Free Encoding Technique for Evolving Neural Networks",5th international symposium on Neural Networks: Advances in Neural Networks
"1421.	Md. Ashraful Alam, Masud Hasan, Computing Nice Projections of Convex Polyhedra",Workshop on Algorithms and Computation 2008 (WALCOM 2008)
"1422.	A. Iqbal, A. B. M. Musa, Md. Anindya Tahsin Prodhan, Md. Abdus Sattar, Md. Monirul Islam, K. Murase, A Novel Algorithm for Translation, Rotation and Scale Invariant Character Recognition",4th International Conference on Soft Computing and Intelligent Systems and 9th International Symposium on advanced Intelligent Systems
"1423.	M. Crochemore, C. S. Iliopoulos, M. Kubica, M. Sohel Rahman, T. Walen",Improved algorithms for the range next value problem and applications
"1424.	C. S. Iliopoulos, M. Sohel Rahman",A new model to solve the swap matching problem and efficient algorithms for short patterns
"1425.	J. W. Chan, C. S. Iliopoulos, S. Michalakopoulos , M. Sohel Rahman, Erratic Dancing",5th International Symposium on Computer Music Modeling and Retrieval (CMMR 2008)
"1426.	Hemayet Hossain, S. Dwarkadas, M. C. Huang",Improving support for locality and fine-grain sharing in chip multiprocessors
"1427.	T. Flouri, C. S. Iliopoulos, M. Sohel Rahman, L. Vagner, M. Vor?cek, Indexing factors in dna/rna sequences",Communications in Computer and Information Science
"1428.	P. Antoniou, C. S. Iliopoulos, I. Jayasekera, M. Sohel Rahman",Implementation of a swap matching algorithm using a graph theoretic model
"1429.	Anindya Iqbal, N. Ahmed, Md. Mostofa Akbar",Directional Antenna Based Connected Dominating Set Construction for Energy Efficient Broadcasting in Wireless Ad Hoc Networks
"1430.	S. Sultana, R. Karim, Md. Mostofa Akbar, S. I. Ahamed, A web service based ubiquitous computing application",Proceedings of the 2008 ACM Symposium on Applied Computing (SAC)
"1431.	A. Iqbal, N. Ahmed, Md. Mostofa Akbar",Directional Antenna Based Connected Dominating Set Construction for Energy Efficient Broadcasting in Wireless Adhoc Network
"1432.	Md. Rezaul Karim, Md. Saidur Rahman",Four-Connected Spanning Subgraphs of Doughnut Graphs
"1433.	Md. Abul Hassan Samee, Mohammad Tanvir Irfan, Md. Saidur Rahman",Computing beta -Drawings of 2-Outerplane Graphs in Linear Time
"1434.	Muhammad Jawaherul Alam, Md. Abul Hassan Samee, Md. Mashfiqui Rabbi, Md. Saidur Rahman",Upward Drawings of Trees on the Minimum Number of Layers
"1435.	Md. Wasi-ur Rahman, Nusrat Sharmin Islam, Md. Saidur Rahman, A Linear Algorithm for Floorplan Compaction",5th International Conference on Electrical and Computer Engineering (ICECE 2008)
"1436.	M. S. Islam, S. Dev, G. Kundu, Abu Sayed Md. Latiful Hoque",A Solution to the Security Issues of an E-Government Procurement System
"1437.	U. Rosi, Chowdhury Sayeed Hyder, T. Kim, A Prioritized Service Protocol for Vehicular Communication",2nd International Conference on Future Generation Communication and Networking (FGCN 2008)
"1438.	U. Rosi, Chowdhury Sayeed Hyder, T. Kim, A Novel Approach for Infrastructure Deployment for VANET",2nd International Conference on Future Generation Communication and Networking (FGCN 2008)
"1439.	Chowdhury Sayeed Hyder, Anindya Iqbal, U. Rosi, T. Kim, Towards Automated Traffic System using Vehicular Network with Directional Antenna",2nd International Conference on Future Generation Communication and Networking (FGCN 2008)
"1440.	M. A. Haque, M. R. Uddin, M. A. Kashem",An Algorithm for Finding Minimum Degree Spanning Tree of Series-Parallel Graphs
"1441.	MM Islam, D Zhang, G Lu",Comparison of retrieval effectiveness of different region based image representations
"1442.	Muhammad Abdullah Adnan, Md. Saidur Rahman, Efficient generation of evolutionary trees",International Conference on Information and Communication Technology (ICICT 2007)
"1443.	S. Sharmin, Md. Monirul Islam, D. Barua, A. Mahmood, Graph Matching Recombination for Evolving Neural Networks",Proceedings of the European Symposium on Artificial Neural Networks
"1444.	S. M. Farhad, Md. Mostofa Akbar",Multicast Video-on-Demand Service in an Enterprise Network with Client-Assisted Patching
1445.	Muhammad Abdullah Adnan,Distribution of distinguishable objects to bins: generating all distributions
"1446.	Naznin Fauzia, Tanima Dey , Inaba Bhuiyan, Md. Saidur Rahman, An efficient implementation of electronic election system",10th international conference on Computer and information technology (ICCIT 2007)
"1447.	M. A. H. Newton, J. Levine, M. Fox, D. Long, Learning macro-actions for arbitrary planners and domains",Seventeenth International Conference on Automated Planning and Scheduling (ICAPS 07)
"1448.	M. A. H. Newton, J. Levine",Wizard: Suggesting macro-actions comprehensively
"1449.	M. A. H. Newton, J. Levine, Evolving macro-actions for planning",Workshop on AI Planning and Learning held at ICAPS
"1450.	R. Paul, M.S. Nasif , S. M. Farhad",Fingerprint Recognition by Chain Coded String Matching Technique
"1451.	Tanzima Hashem, Lars Kulik, Safeguarding Location Privacy in Wireless Ad-Hoc Networks",9th International Conference on Ubiquitous Computing (UbiComp)
"1452.	A.K.M. Ashikur Rahman, P. Gburzynski, B. Kaminska",Enhanced Dominant Pruning-based Broadcasting in Untrusted Ad-hoc Wireless Networks
"1453.	K. R. Kamal, Md. Yusuf Sarwar Uddin, Parametrically controlled terrain generation",5th international conference on Computer graphics and interactive techniques
"1454.	Md. Abdus Sattar, Md. Monirul Islam, K. Murase, A New Constructive Algorithm for Designing and Training",Proceedings of the 14th International Conference on Neural Information Processing (ICONIP 2007)
"1455.	M. Sohel Rahman, C. S. Iliopoulos, L. Mouchard",Pattern matching in degenerate dna/rna sequences
"1456.	C. S. Iliopoulos, M. Sohel Rahman, M. Voracek, L. Vagner",Computing constrained longest common subsequence for degenerate strings using finite automata
"1457.	C. S. Iliopoulos, M. Sohel Rahman",New efficient algorithms for LCS and constrained LCS problem
"1458.	A. L. P. Chan, C. S. Iliopoulos, S. Michalakopoulos, M. Sohel Rahman",Implementation of algorithms to classify musical texts according to rhythms
"1459.	C. S. Iliopoulos, M. Sohel Rahman, M. Voracek, L. Vagner",The Constrained Longest Common Subsequence Problem for Degenerate Strings
"1460.	M. Sohel Rahman, C. S. Iliopoulos",A new efficient algorithm for computing the longest common subsequence (Conference
"1461.	M. Sohel Rahman, C. S. Iliopoulos",Indexing factors with gaps (conference
"1462.	C. S. Iliopoulos, M. Kubica, M. Sohel Rahman, T. Walen",Algorithms for computing the longest parameterized common subsequence
"1463.	Hemayet Hossain, M. Ahmed, A. Al-Nayeem, T. Z. Islam, Md. Mostofa Akbar, gpNoCsim - A General Purpose Simulator for Network-on-Chip",International Conference on Information and Communication Technology
"1464.	M. Crochemore, C. S. Iliopoulos, M. Sohel Rahman",Optimal prefix and suffix queries on texts
"1465.	M. F. Spear, A. Shriraman, Hemayet Hossain, S. Dwarkadas, M. L. Scott",Alert-on-Update: A Communication Aid for Shared Memory Multiprocessors
"1466.	M. Crochemore, C. S. Iliopoulos, M. Sohel Rahman",Finding patterns in given intervals (conference_Edited
"1467.	C. S. Iliopoulos, M. Sohel Rahman, W. Rytter",Algorithms for two versions of LCS problem for indeterminate strings (Conference
"1468.	A. Shriraman, M. F. Spear, Hemayet Hossain, V. J. Marathe, S. Dwarkadas, M. L. Scott",An Integrated Hardware-Software Approach to Flexible Transactional Memory
"1469.	M. A. Rahman, Md. Mostofa Akbar",A Quorum Based Distributed Mutual Exclusion Algorithm for Multi-Level Clustered Network Architecture
"1470.	N. M. M. K. Chowdhury, Md. Mostofa Akbar, M. Kaykobad",An Efficient Data Structure using Flash Memory for Mobile Devices
"1471.	Md. Mostofa Akbar, M. A. Hasan, E. G. Manning, G. C. Shoja",A Call Admission Protocol of Service Level Agreement in Enterprise Network
"1472.	H. Hossain, M. Ahmed, A. A. Nayeem, T. Z. Islam, Md. Mostofa Akbar, GPNOCSIM A general purpose Simulator for Network-On-Chip",International Conference on Information and Communication Technology
"1473.	Mohammad Tanvir Irfan, Md. Saidur Rahman",Computing $beta$-drawings of 2- outerplane graphs
"1474.	Md. Abul Hassan Samee, Md. Saidur Rahman",Upward Planar drawings of series-parallel digraphs with maximum degree three
"1475.	Md. Abul Hassan Samee, Md. Saidur Rahman, Visualization of complete graphs, trees and series-parallel graphs for practical applications",International Conference on Information and Communication Technology (ICICT 2007)
"1476.	Md. Saidur Rahman, Current research on planar graphs",International Conference on Information and Communication Technology (ICICT 2007)
"1477.	Md. Rezaul Karim, Md. Saidur Rahman",Straight-line grid drawings of planar graphs with linear area
