Author Name,Author ID
,BUET_
"""Cooling energy integration in SimGrid","BUET_""Cooling_energy_integration_in_SimGrid"
"""μ""SETL: A Set Based Programming Abstraction for Wireless Sensor Networks","BUET_""μ""SETL:_A_Set_Based_Programming_Abstraction_for_Wireless_Sensor_Networks"
1.	Zarif Ikram,BUET_1.	Zarif_Ikram
Mining Pathological Data to Support Medical Diagnostics,BUET_Mining_Pathological_Data_to_Support_Medical_Diagnostics
Mir Imtiaz Mostafiz,BUET_Mir_Imtiaz_Mostafiz
Mir Mahathir Mohammad,BUET_Mir_Mahathir_Mohammad
Mir Tazbinur Sharif,BUET_Mir_Tazbinur_Sharif
Mitsuji Matsumoto,BUET_Mitsuji_Matsumoto
Moazzem Hossain,BUET_Moazzem_Hossain
Mode-finding algorithms revisited,BUET_Mode-finding_algorithms_revisited
Modeling Mutation Events for Complex Variants in Human Genome,BUET_Modeling_Mutation_Events_for_Complex_Variants_in_Human_Genome
Modeling Sparsity of Planar Topologies for Wireless Multi-hop Networks,BUET_Modeling_Sparsity_of_Planar_Topologies_for_Wireless_Multi-hop_Networks
Modeling and Analysis of Bi-connected Minimum Energy Path Preserving Graphs for Wireless Multi-hop Networks,BUET_Modeling_and_Analysis_of_Bi-connected_Minimum_Energy_Path_Preserving_Graphs_for_Wireless_Multi-hop_Networks
Modelling Road Traffic Congestion from Trajectories,BUET_Modelling_Road_Traffic_Congestion_from_Trajectories
Modified Algorithms for Multilevel GRSB Protocol,BUET_Modified_Algorithms_for_Multilevel_GRSB_Protocol
Mofizur Rahman Chowdhury,BUET_Mofizur_Rahman_Chowdhury
Mohamed Arselene Ayari,BUET_Mohamed_Arselene_Ayari
Mohamed G Gouda,BUET_Mohamed_G_Gouda
Mohammad A.,BUET_Mohammad_A.
Mohammad Alam,BUET_Mohammad_Alam
Mohammad Alamgir Hossain,BUET_Mohammad_Alamgir_Hossain
Mohammad Ali Moni,BUET_Mohammad_Ali_Moni
Mohammad Ashik Iqbal Khan,BUET_Mohammad_Ashik_Iqbal_Khan
Mohammad Atique Ul Alam,BUET_Mohammad_Atique_Ul_Alam
Mohammad Fahim,BUET_Mohammad_Fahim
Mohammad Hafiz Uddin,BUET_Mohammad_Hafiz_Uddin
Mohammad Imran Hossain,BUET_Mohammad_Imran_Hossain
Mohammad Islam,BUET_Mohammad_Islam
Mohammad Jawaherul Alam,BUET_Mohammad_Jawaherul_Alam
Mohammad KI Khan,BUET_Mohammad_KI_Khan
Mohammad Mahfuzul Islam,BUET_Mohammad_Mahfuzul_Islam
Mohammad Mahfuzul Islam and Zahedul Islam,BUET_Mohammad_Mahfuzul_Islam_and_Zahedul_Islam
Mohammad Mamun Elahi,BUET_Mohammad_Mamun_Elahi
Mohammad Manzurul Islam,BUET_Mohammad_Manzurul_Islam
Mohammad Mehedy Masud,BUET_Mohammad_Mehedy_Masud
Mohammad Mosiur Rahman Lunar,BUET_Mohammad_Mosiur_Rahman_Lunar
Mohammad Mozammel Hoque,BUET_Mohammad_Mozammel_Hoque
Mohammad Nuwaisir Rahman,BUET_Mohammad_Nuwaisir_Rahman
Mohammad Rafayet Ali,BUET_Mohammad_Rafayet_Ali
Mohammad Rafid Ul Islam,BUET_Mohammad_Rafid_Ul_Islam
Mohammad Rakib Amin,BUET_Mohammad_Rakib_Amin
Mohammad Rashidujjaman Rifat,BUET_Mohammad_Rashidujjaman_Rifat
Mohammad Saiedur Rahaman,BUET_Mohammad_Saiedur_Rahaman
Mohammad Saifur Rahman,BUET_Mohammad_Saifur_Rahman
Mohammad Sajid Abdullah,BUET_Mohammad_Sajid_Abdullah
Mohammad Sajjad Hossain,BUET_Mohammad_Sajjad_Hossain
Mohammad Sakibul Islam,BUET_Mohammad_Sakibul_Islam
Mohammad Shafiul Alam,BUET_Mohammad_Shafiul_Alam
Mohammad Shaown,BUET_Mohammad_Shaown
Mohammad Sirazul Islam,BUET_Mohammad_Sirazul_Islam
Mohammad Sohel Rahman,BUET_Mohammad_Sohel_Rahman
Mohammad Tanvir Irfan,BUET_Mohammad_Tanvir_Irfan
Mohammad Tariqul Islam,BUET_Mohammad_Tariqul_Islam
Mohammad Zuberul Islam,BUET_Mohammad_Zuberul_Islam
Mohammed Abid Abrar,BUET_Mohammed_Abid_Abrar
Mohammed Atiquzzaman,BUET_Mohammed_Atiquzzaman
Mohammed Atiquzzaman and William Ivancic,BUET_Mohammed_Atiquzzaman_and_William_Ivancic
Mohammed Eunus Ali,BUET_Mohammed_Eunus_Ali
Mohammed J.F. Alenazi and Mohammed Atiquzzaman,BUET_Mohammed_J.F._Alenazi_and_Mohammed_Atiquzzaman
Mohammed Raihan Azad,BUET_Mohammed_Raihan_Azad
Mohammed Y Aalsalem,BUET_Mohammed_Y_Aalsalem
Mohammed Y. Aalsalem,BUET_Mohammed_Y._Aalsalem
Mohd. Momin Al Aziz,BUET_Mohd._Momin_Al_Aziz
Mohimenul Kabir,BUET_Mohimenul_Kabir
Mohimenul Mahi,BUET_Mohimenul_Mahi
Mohimenul and Rahman,BUET_Mohimenul_and_Rahman
Mohiuddin Ahmed,BUET_Mohiuddin_Ahmed
Moin and Feroz,BUET_Moin_and_Feroz
Mondal MRH,BUET_Mondal_MRH
Monirul Haque Imon,BUET_Monirul_Haque_Imon
Monjura Afrin,BUET_Monjura_Afrin
Montaser Majid Taseen,BUET_Montaser_Majid_Taseen
More Stable Ad-hoc On-Demand Distance Vector Routing Protocol,BUET_More_Stable_Ad-hoc_On-Demand_Distance_Vector_Routing_Protocol
Mortuza Ali,BUET_Mortuza_Ali
Mortuza Asish Ahmad,BUET_Mortuza_Asish_Ahmad
Mossa. Anisa Khatun,BUET_Mossa._Anisa_Khatun
Mostafizur Rahman,BUET_Mostafizur_Rahman
Moumita Sarker,BUET_Moumita_Sarker
Mouna Shahba Tasmiya,BUET_Mouna_Shahba_Tasmiya
Mounir Hamdi,BUET_Mounir_Hamdi
Mowafa Househ,BUET_Mowafa_Househ
Mst Shapna Akter,BUET_Mst_Shapna_Akter
Mubassher Islam,BUET_Mubassher_Islam
Mubtasimur Rahman Sadab,BUET_Mubtasimur_Rahman_Sadab
Mucahid Kutlu,BUET_Mucahid_Kutlu
Muhammad Aamir Cheema,BUET_Muhammad_Aamir_Cheema
Muhammad Abdullah,BUET_Muhammad_Abdullah
Muhammad Abdullah Adnan,BUET_Muhammad_Abdullah_Adnan
Muhammad Ahad Alam,BUET_Muhammad_Ahad_Alam
Muhammad Ahsanul Habib,BUET_Muhammad_Ahsanul_Habib
Muhammad Ali Nayeem,BUET_Muhammad_Ali_Nayeem
Muhammad Anwarul Azim,BUET_Muhammad_Anwarul_Azim
Muhammad Ashraf Ali,BUET_Muhammad_Ashraf_Ali
Muhammad EH Chowdhury,BUET_Muhammad_EH_Chowdhury
Muhammad Jawaherul Alam,BUET_Muhammad_Jawaherul_Alam
Muhammad Khurram Khan,BUET_Muhammad_Khurram_Khan
Muhammad Masroor Ali,BUET_Muhammad_Masroor_Ali
Muhammad Rashed Alam,BUET_Muhammad_Rashed_Alam
Muhammad Rezaul Karim,BUET_Muhammad_Rezaul_Karim
Muhammad Ridowan,BUET_Muhammad_Ridowan
Muhammad Ridowan and Muhammad Abdullah Adnan,BUET_Muhammad_Ridowan_and_Muhammad_Abdullah_Adnan
Muhammad Salman Khan,BUET_Muhammad_Salman_Khan
Muhammad Shahidur Rahman,BUET_Muhammad_Shahidur_Rahman
Muhammad Tanvir Rahman,BUET_Muhammad_Tanvir_Rahman
Muhammad Tasnim Mohiuddin,BUET_Muhammad_Tasnim_Mohiuddin
Mujtahid and Akon,BUET_Mujtahid_and_Akon
Muktadirul Islam,BUET_Muktadirul_Islam
Multi-hop,BUET_Multi-hop
Multi-interval Pairwise Compatibility Graphs,BUET_Multi-interval_Pairwise_Compatibility_Graphs
Multi-key Index for Distributed Database Systems,BUET_Multi-key_Index_for_Distributed_Database_Systems
Multilingual Data Management System,BUET_Multilingual_Data_Management_System
Mumshad Ahamed Rifat,BUET_Mumshad_Ahamed_Rifat
Munima Jahan,BUET_Munima_Jahan
Munirul Abedin,BUET_Munirul_Abedin
Muntaha Chowdhury,BUET_Muntaha_Chowdhury
Muntakim Sadik,BUET_Muntakim_Sadik
Muntashir and Kabir,BUET_Muntashir_and_Kabir
Mushfequr Rahman,BUET_Mushfequr_Rahman
Mustaq Ahmed,BUET_Mustaq_Ahmed
N Mahmood,BUET_N_Mahmood
N. A. Al-Nabhan and A. B. M. A. A. Islam,BUET_N._A._Al-Nabhan_and_A._B._M._A._A._Islam
N. Ahmed,BUET_N._Ahmed
N. Anzum,BUET_N._Anzum
N. Borisov,BUET_N._Borisov
N. Bushra,BUET_N._Bushra
N. Egi,BUET_N._Egi
N. Hassan,BUET_N._Hassan
N. I. Tripto,BUET_N._I._Tripto
N. Islam,BUET_N._Islam
N. K. Siddika,BUET_N._K._Siddika
N. Karima,BUET_N._Karima
N. Limam,BUET_N._Limam
N. M. Saad,BUET_N._M._Saad
N. Narula,BUET_N._Narula
N. Nurain,BUET_N._Nurain
N. Nurain and A. B. M. A. A. Islam,BUET_N._Nurain_and_A._B._M._A._A._Islam
N. Nusrat,BUET_N._Nusrat
N. R. Karim,BUET_N._R._Karim
N. Shahriar,BUET_N._Shahriar
Nabil Ibtehaz,BUET_Nabil_Ibtehaz
Nabila Khan,BUET_Nabila_Khan
Nabila and others,BUET_Nabila_and_others
Nadia Al-Aboody,BUET_Nadia_Al-Aboody
Nadia Al-Aboody & A. B. M. Alim Al Islam,BUET_Nadia_Al-Aboody_&_A._B._M._Alim_Al_Islam
Nady El Hajj,BUET_Nady_El_Hajj
Naeemul Hassan,BUET_Naeemul_Hassan
Nael Abu-Ghazaleh,BUET_Nael_Abu-Ghazaleh
Nafees Hossain,BUET_Nafees_Hossain
Nafis Irtiza Tripto,BUET_Nafis_Irtiza_Tripto
Nafis Sadeq,BUET_Nafis_Sadeq
Nafis Tahmid Chowdhury,BUET_Nafis_Tahmid_Chowdhury
Nafisa Islam,BUET_Nafisa_Islam
Nagib Meshkat,BUET_Nagib_Meshkat
Najla Abdulrahman Al-Nabhan,BUET_Najla_Abdulrahman_Al-Nabhan
Najla Al Nabhan,BUET_Najla_Al_Nabhan
Najla Alnabhan,BUET_Najla_Alnabhan
Nalini Venkatasubramanian,BUET_Nalini_Venkatasubramanian
Nam Pham,BUET_Nam_Pham
Naser Anjum,BUET_Naser_Anjum
Naser Anjum Samudro,BUET_Naser_Anjum_Samudro
Nashid Shahriar,BUET_Nashid_Shahriar
Nasif Ahmed,BUET_Nasif_Ahmed
Nasrin Aghamohammadi,BUET_Nasrin_Aghamohammadi
Nathan Schedler,BUET_Nathan_Schedler
Nathaniel J. Webb,BUET_Nathaniel_J._Webb
Nawshad Rehan Rasha,BUET_Nawshad_Rehan_Rasha
Nayeem Muhammad Ali and Rahman M Sohel,BUET_Nayeem_Muhammad_Ali_and_Rahman_M_Sohel
Nazim Choudhury,BUET_Nazim_Choudhury
Nazmul Haque,BUET_Nazmul_Haque
Nazmul Hasan Sakib,BUET_Nazmul_Hasan_Sakib
Nazmun Nessa Moon,BUET_Nazmun_Nessa_Moon
Nazmus Sakib,BUET_Nazmus_Sakib
Nazmus Saquib,BUET_Nazmus_Saquib
Near Optimal Disk Scheduling Algorithm,BUET_Near_Optimal_Disk_Scheduling_Algorithm
Neoklis Polyzotis,BUET_Neoklis_Polyzotis
Network anomaly detection using lightgbm: A gradient boosting classifier,BUET_Network_anomaly_detection_using_lightgbm:_A_gradient_boosting_classifier
Neuro-scientific Analysis of Weights in Neural Networks,BUET_Neuro-scientific_Analysis_of_Weights_in_Neural_Networks
New Multithreaded Ordering and Coloring Algorithms for Multicore Architectures,BUET_New_Multithreaded_Ordering_and_Coloring_Algorithms_for_Multicore_Architectures
New Symbolic Substitution Based Addition Algorithm,BUET_New_Symbolic_Substitution_Based_Addition_Algorithm
Niaz Iqbal,BUET_Niaz_Iqbal
Nick Tayler,BUET_Nick_Tayler
Nilton Seixas,BUET_Nilton_Seixas
Nipi Paul,BUET_Nipi_Paul
Nishat Anjum Bristy,BUET_Nishat_Anjum_Bristy
Nobuyuki Kawachi,BUET_Nobuyuki_Kawachi
Noor Almoqayyad,BUET_Noor_Almoqayyad
Norihiko Matsuda,BUET_Norihiko_Matsuda
Noshin Ulfat,BUET_Noshin_Ulfat
Not Low-Resource Anymore: Aligner Ensembling,BUET_Not_Low-Resource_Anymore:_Aligner_Ensembling
Nouf Alaloula,BUET_Nouf_Alaloula
Noura Limam,BUET_Noura_Limam
Novel realization of quantum ternary mux and demux,BUET_Novel_realization_of_quantum_ternary_mux_and_demux
Novia Nurain,BUET_Novia_Nurain
Nowshin Nahar,BUET_Nowshin_Nahar
Nur E Fatema,BUET_Nur_E_Fatema
Nur Sultan Nazar Bayev,BUET_Nur_Sultan_Nazar_Bayev
Nusrat Jahan,BUET_Nusrat_Jahan
Nusrat Jahan Mozumder,BUET_Nusrat_Jahan_Mozumder
Nusrat Sharmin Islam,BUET_Nusrat_Sharmin_Islam
Off-Line Dictionary-based Database Compression Architecture,BUET_Off-Line_Dictionary-based_Database_Compression_Architecture
Off-Line Prefix Dictionary Compression Method,BUET_Off-Line_Prefix_Dictionary_Compression_Method
On Average Length of Cycle in a Complete Graph,BUET_On_Average_Length_of_Cycle_in_a_Complete_Graph
On Average Length of Cycles in Complete Graphs,BUET_On_Average_Length_of_Cycles_in_Complete_Graphs
On Balanced k-Coverage in Visual Sensor Networks,BUET_On_Balanced_k-Coverage_in_Visual_Sensor_Networks
On Bounded Message Replication in Delay Tolerant Networks,BUET_On_Bounded_Message_Replication_in_Delay_Tolerant_Networks
On Detecting Malicious Code Injection by Monitoring Multi-level Container Activities,BUET_On_Detecting_Malicious_Code_Injection_by_Monitoring_Multi-level_Container_Activities
On Functional Competence of LLMs for Linguistic Disambiguation,BUET_On_Functional_Competence_of_LLMs_for_Linguistic_Disambiguation
On Graceful Labelling of Trees,BUET_On_Graceful_Labelling_of_Trees
On Hamiltonian Cycles and Hamiltonian Paths (Conference,BUET_On_Hamiltonian_Cycles_and_Hamiltonian_Paths_(Conference
On Merging Two Heaps,BUET_On_Merging_Two_Heaps
On Optimal d-Huffman Tree,BUET_On_Optimal_d-Huffman_Tree
On Some Classes of Spanning Trees,BUET_On_Some_Classes_of_Spanning_Trees
On Some Properties of Doughnut Graphs,BUET_On_Some_Properties_of_Doughnut_Graphs
On Spanning Trees with restricted Number of Leaves,BUET_On_Spanning_Trees_with_restricted_Number_of_Leaves
On acyclic colorings of graphs,BUET_On_acyclic_colorings_of_graphs
On graphs that are not PCGs,BUET_On_graphs_that_are_not_PCGs
On optimal keyboard layout,BUET_On_optimal_keyboard_layout
On parameters of search trees,BUET_On_parameters_of_search_trees
On partitioning of consecutive integers,BUET_On_partitioning_of_consecutive_integers
On resource bipartitioning problem,BUET_On_resource_bipartitioning_problem
On some issues related To LP Problem,BUET_On_some_issues_related_To_LP_Problem
On the Routing in Flying Ad hoc Networks,BUET_On_the_Routing_in_Flying_Ad_hoc_Networks
On the Twin-width of Outerplanar Graphs,BUET_On_the_Twin-width_of_Outerplanar_Graphs
On the expected number of probes in AVL trees,BUET_On_the_expected_number_of_probes_in_AVL_trees
On triangle cover contact graphs,BUET_On_triangle_cover_contact_graphs
On-Line Algorithms for Vertex-Rankings of Graphs,BUET_On-Line_Algorithms_for_Vertex-Rankings_of_Graphs
One Source to Detect them All: Gender,BUET_One_Source_to_Detect_them_All:_Gender
One-Dimensional r-Gathering under Uncertainty,BUET_One-Dimensional_r-Gathering_under_Uncertainty
Online Detection of Attentiveness of Students with Special Needs,BUET_Online_Detection_of_Attentiveness_of_Students_with_Special_Needs
Online facility assignment,BUET_Online_facility_assignment
Online handwritten Bangla numerical recognition by grid method,BUET_Online_handwritten_Bangla_numerical_recognition_by_grid_method
Optimal Obstructed Sequenced Route Queries in Spatial Databases,BUET_Optimal_Obstructed_Sequenced_Route_Queries_in_Spatial_Databases
Optimal Server Selection for Content Routing (Conference,BUET_Optimal_Server_Selection_for_Content_Routing_(Conference
Optimal c-vertex-ranking of weighted trees,BUET_Optimal_c-vertex-ranking_of_weighted_trees
Optimal l-vertex-coloring of trees,BUET_Optimal_l-vertex-coloring_of_trees
Optimal l-vertex-colorings of series-parallel graphs,BUET_Optimal_l-vertex-colorings_of_series-parallel_graphs
Optimal mobile facility localization,BUET_Optimal_mobile_facility_localization
Optimal traffic merging strategy for communication- and sensor-enabled vehicles,BUET_Optimal_traffic_merging_strategy_for_communication-_and_sensor-enabled_vehicles
Orchestrating Virtualized Network Functions,BUET_Orchestrating_Virtualized_Network_Functions
Orchestration by approximation,BUET_Orchestration_by_approximation
Order Preserving Prefix Tables,BUET_Order_Preserving_Prefix_Tables
Orthogonal Drawings of Biconnected Plane Graphs Without Bends,BUET_Orthogonal_Drawings_of_Biconnected_Plane_Graphs_Without_Bends
Orthogonal Drawings of Plane Graphs,BUET_Orthogonal_Drawings_of_Plane_Graphs
Orthogonal Point-Set Embeddings of 3-Connected and 4-Connected Planar Graphs,BUET_Orthogonal_Point-Set_Embeddings_of_3-Connected_and_4-Connected_Planar_Graphs
Orthogonal grid pointset embeddings of maximal outerplanar graphs,BUET_Orthogonal_grid_pointset_embeddings_of_maximal_outerplanar_graphs
Osman Ulvi,BUET_Osman_Ulvi
Otto Carlos Muniz Bandeira Duarte,BUET_Otto_Carlos_Muniz_Bandeira_Duarte
Overrun-Resilient Multiprocessor Real-Time Locking,BUET_Overrun-Resilient_Multiprocessor_Real-Time_Locking
P,BUET_P
P Prometheus Mitra,BUET_P_Prometheus_Mitra
P. B. Godfrey,BUET_P._B._Godfrey
P. Gburzynski,BUET_P._Gburzynski
P. Houde,BUET_P._Houde
P. P. Mitra,BUET_P._P._Mitra
P. Refsnes,BUET_P._Refsnes
PARK: Parkinson’s Analysis with Remote Kinetic-tasks,BUET_PARK:_Parkinson’s_Analysis_with_Remote_Kinetic-tasks
PP Mitra,BUET_PP_Mitra
Pairwise compatibility graphs,BUET_Pairwise_compatibility_graphs
Pancake Flipping with Two Spatulas,BUET_Pancake_Flipping_with_Two_Spatulas
Pandemic,BUET_Pandemic
Parallel Greedy Graph Matching using an Edge Partitioning Approach,BUET_Parallel_Greedy_Graph_Matching_using_an_Edge_Partitioning_Approach
Parallel Virtual Data Cube Construction from a Distributed Compressed Data Warehouse,BUET_Parallel_Virtual_Data_Cube_Construction_from_a_Distributed_Compressed_Data_Warehouse
Parametrically controlled terrain generation,BUET_Parametrically_controlled_terrain_generation
Partha Chakraborty,BUET_Partha_Chakraborty
Partho Chakraborty,BUET_Partho_Chakraborty
Pascal Lorenz,BUET_Pascal_Lorenz
PathOracle - A Deep Learning Based Trip Planner for Daily Commuters,BUET_PathOracle_-_A_Deep_Learning_Based_Trip_Planner_for_Daily_Commuters
PathOracle: A Deep Learning Based Trip Planner for Daily Commuters,BUET_PathOracle:_A_Deep_Learning_Based_Trip_Planner_for_Daily_Commuters
Patrick May,BUET_Patrick_May
Paul Juell,BUET_Paul_Juell
Pavel Avdeyev,BUET_Pavel_Avdeyev
Pawel Gburzynski,BUET_Pawel_Gburzynski
Pegah Tabarisaadi,BUET_Pegah_Tabarisaadi
Pei-Hsuan Tsai,BUET_Pei-Hsuan_Tsai
Performance Analysis of NEMO BSP using City Section Mobility Model,BUET_Performance_Analysis_of_NEMO_BSP_using_City_Section_Mobility_Model
Performance Evaluation of Multihomed NEMO,BUET_Performance_Evaluation_of_Multihomed_NEMO
Performance Modeling of SDN with NFV Under or Aside the Controller,BUET_Performance_Modeling_of_SDN_with_NFV_Under_or_Aside_the_Controller
Permutation Free Encoding Technique for Evolving Neural Networks,BUET_Permutation_Free_Encoding_Technique_for_Evolving_Neural_Networks
Peter Scheuermann,BUET_Peter_Scheuermann
Phillip T. Yang,BUET_Phillip_T._Yang
Phillip Yang,BUET_Phillip_Yang
Pinar Karagoz,BUET_Pinar_Karagoz
Player selection in cricket based on similarity of playing conditions,BUET_Player_selection_in_cricket_based_on_similarity_of_playing_conditions
Point-Set Embeddings of Plane 3-Trees,BUET_Point-Set_Embeddings_of_Plane_3-Trees
Polygot: Going Beyond Database Driven and Syntax-based Translation,BUET_Polygot:_Going_Beyond_Database_Driven_and_Syntax-based_Translation
Possible Confounds in Word-based Semantic Similarity Test Data,BUET_Possible_Confounds_in_Word-based_Semantic_Similarity_Test_Data
Poster: Overcoming Throughput Degradation in Multi-Radio Cognitive Radio Networks,BUET_Poster:_Overcoming_Throughput_Degradation_in_Multi-Radio_Cognitive_Radio_Networks
Poster: Power Attack in Body Area Networks: Dream or Reality?,BUET_Poster:_Power_Attack_in_Body_Area_Networks:_Dream_or_Reality?
Poster: RailCop: Detecting Missing Rail on Railway Using Wireless Sensor Networks,BUET_Poster:_RailCop:_Detecting_Missing_Rail_on_Railway_Using_Wireless_Sensor_Networks
Poster: Semantic Clustering in Credible Human Sensed Event Detection,BUET_Poster:_Semantic_Clustering_in_Credible_Human_Sensed_Event_Detection
Pranta Biswas,BUET_Pranta_Biswas
Praveen Jayachandran,BUET_Praveen_Jayachandran
Predicting human count through environmental sensing in closed indoor settings,BUET_Predicting_human_count_through_environmental_sensing_in_closed_indoor_settings
Preetom Saha Arko,BUET_Preetom_Saha_Arko
Preparation of Bangla Speech Corpus from Publicly Available Audio & Text,BUET_Preparation_of_Bangla_Speech_Corpus_from_Publicly_Available_Audio_&_Text
Preprocessing of Academic Data for Mining Association Rule,BUET_Preprocessing_of_Academic_Data_for_Mining_Association_Rule
Prithula Hridi,BUET_Prithula_Hridi
Privacy Breach in Android Smartphone Through Inaudible Sound,BUET_Privacy_Breach_in_Android_Smartphone_Through_Inaudible_Sound
Privacy in Multi-party Computation in MapReduce,BUET_Privacy_in_Multi-party_Computation_in_MapReduce
Privacy preserving group nearest neighbor queries,BUET_Privacy_preserving_group_nearest_neighbor_queries
Proactive Humanitarian Aid Networks with Guided Topology and Small-World Effect,BUET_Proactive_Humanitarian_Aid_Networks_with_Guided_Topology_and_Small-World_Effect
Proceedings of ICDM Workshops,BUET_Proceedings_of_ICDM_Workshops
Proceedings of ICFP Workshops,BUET_Proceedings_of_ICFP_Workshops
Propagating Minimal Messages Using Multi Set-Cover in Wireless Ad-Hoc Network,BUET_Propagating_Minimal_Messages_Using_Multi_Set-Cover_in_Wireless_Ad-Hoc_Network
Properties and Applications,BUET_Properties_and_Applications
Protecting Privacy for Group Nearest Neighbor Queries with Crowdsourced Data and Computing,BUET_Protecting_Privacy_for_Group_Nearest_Neighbor_Queries_with_Crowdsourced_Data_and_Computing
Protecting mobile users from visual privacy attacks,BUET_Protecting_mobile_users_from_visual_privacy_attacks
Protick Bhowmick,BUET_Protick_Bhowmick
Protik Bose Pranto,BUET_Protik_Bose_Pranto
Q-Nerve: Propagating Signal of A Damaged Nerve Using Quantum Networking,BUET_Q-Nerve:_Propagating_Signal_of_A_Damaged_Nerve_Using_Quantum_Networking
Q.N.U. Ahmed,BUET_Q.N.U._Ahmed
QoS Support for Multimedia Sessions in the Diffserv-Aware ATM Based MPLS Network,BUET_QoS_Support_for_Multimedia_Sessions_in_the_Diffserv-Aware_ATM_Based_MPLS_Network
Quazi Mishkatul Alam,BUET_Quazi_Mishkatul_Alam
Queue Automata,BUET_Queue_Automata
Quick sort using comparators with higher degree,BUET_Quick_sort_using_comparators_with_higher_degree
Quicksort Using Higher Degree Comparators,BUET_Quicksort_Using_Higher_Degree_Comparators
Quinten McNamara,BUET_Quinten_McNamara
R Ahmed,BUET_R_Ahmed
R. A. Ruby,BUET_R._A._Ruby
R. A. Sujon,BUET_R._A._Sujon
R. Agarwal,BUET_R._Agarwal
R. Boutaba,BUET_R._Boutaba
R. Gupta,BUET_R._Gupta
R. H. Bisseling,BUET_R._H._Bisseling
R. Hasan,BUET_R._Hasan
R. Islam,BUET_R._Islam
R. J. Bignall,BUET_R._J._Bignall
R. Karim,BUET_R._Karim
R. Kotagiri,BUET_R._Kotagiri
R. Narayanan,BUET_R._Narayanan
R. Noor,BUET_R._Noor
R. Paul,BUET_R._Paul
R. R. da Fonseca,BUET_R._R._da_Fonseca
R. Reaz,BUET_R._Reaz
R. S. Mansur,BUET_R._S._Mansur
R. Sugihara,BUET_R._Sugihara
R. Watson,BUET_R._Watson
R. Yeasmin,BUET_R._Yeasmin
R. Zhang,BUET_R._Zhang
R.A. Bakhtiar,BUET_R.A._Bakhtiar
R.R Arifin,BUET_R.R_Arifin
RA Chowdhury,BUET_RA_Chowdhury
RBP: Reliable Broadcasting Protocol in Large Scale Mobile Ad Hoc Networks,BUET_RBP:_Reliable_Broadcasting_Protocol_in_Large_Scale_Mobile_Ad_Hoc_Networks
Rada Mihalcea,BUET_Rada_Mihalcea
Raffaele Brillantino,BUET_Raffaele_Brillantino
Rafi Kamal,BUET_Rafi_Kamal
Rafi Khandoker,BUET_Rafi_Khandoker
Rafidul Islam Sarker,BUET_Rafidul_Islam_Sarker
Rafiqul Islam Rayan,BUET_Rafiqul_Islam_Rayan
Rafiul Islam,BUET_Rafiul_Islam
Raghad Alowaini,BUET_Raghad_Alowaini
Raghu Ganti,BUET_Raghu_Ganti
Ragib Hasan,BUET_Ragib_Hasan
Rahad Hussain,BUET_Rahad_Hussain
Rahman Atif Hasan,BUET_Rahman_Atif_Hasan
Rahman M Saifur,BUET_Rahman_M_Saifur
Rahnuma Islam Nishat,BUET_Rahnuma_Islam_Nishat
Rahnuma Tasmin,BUET_Rahnuma_Tasmin
Raihanul Islam,BUET_Raihanul_Islam
Raiyan Azim,BUET_Raiyan_Azim
Raj Narayan Saha,BUET_Raj_Narayan_Saha
Rajesh Gupta,BUET_Rajesh_Gupta
Rajesh N,BUET_Rajesh_N
Rajkumar Das,BUET_Rajkumar_Das
Rajshakhar Paul,BUET_Rajshakhar_Paul
Rakibul Hasan,BUET_Rakibul_Hasan
Ram Krishna Talukder,BUET_Ram_Krishna_Talukder
Rameen Shakur,BUET_Rameen_Shakur
Randomized Energy-Based AODV Protocol For Wireless Ad-Hoc Network,BUET_Randomized_Energy-Based_AODV_Protocol_For_Wireless_Ad-Hoc_Network
Ransomware Detection Using Binary Classification,BUET_Ransomware_Detection_Using_Binary_Classification
Raouf Boutaba,BUET_Raouf_Boutaba
Raqeebir Rab,BUET_Raqeebir_Rab
Raquib Bin Yousuf,BUET_Raquib_Bin_Yousuf
Rashid Saadman Karim,BUET_Rashid_Saadman_Karim
Rasman Mubtasim Swargo,BUET_Rasman_Mubtasim_Swargo
Ratri Datta,BUET_Ratri_Datta
Ratul Sharker,BUET_Ratul_Sharker
Ratul Sikder,BUET_Ratul_Sikder
Rayhan Rashed,BUET_Rayhan_Rashed
Rayhan Rashed*,BUET_Rayhan_Rashed*
Razan Albaqami,BUET_Razan_Albaqami
Razan Almousa,BUET_Razan_Almousa
Readisca Investigators,BUET_Readisca_Investigators
Real Time Principal Component Analysis,BUET_Real_Time_Principal_Component_Analysis
Reaz Ahmed,BUET_Reaz_Ahmed
Rectangular drawings of plane 4-graphs,BUET_Rectangular_drawings_of_plane_4-graphs
Rectangular drawings of plane graphs without designated corners,BUET_Rectangular_drawings_of_plane_graphs_without_designated_corners
Rectangular drawings of subdivisions of 3-connected planar graphs,BUET_Rectangular_drawings_of_subdivisions_of_3-connected_planar_graphs
Rectangular grid drawings of plane graphs,BUET_Rectangular_grid_drawings_of_plane_graphs
Reducing Systemic Risks in Humanitarian Aid Work with Guided Network Topology,BUET_Reducing_Systemic_Risks_in_Humanitarian_Aid_Work_with_Guided_Network_Topology
Region based color image retrieval using curvelet transform,BUET_Region_based_color_image_retrieval_using_curvelet_transform
Renee Robinson,BUET_Renee_Robinson
Repair,BUET_Repair
