Authors,Title
"zarin tasnim, risala ahmed","""ulab conference"""
shihab saqib,N/A
shihab saqib,N/A
md. asif kamal,N/A
md. khalid rahman,"""an analysis of rohingya persecution with the international standards involving incitement to genocide: a theoretical approach"""
farhat tasannum farah,"""international conference on sustainable development: opportunities and challenges"""
shaira matin,N/A
shaira matin,N/A
dr. buddha dev  biswas,N/A
dr. buddha dev  biswas,N/A
tasnuva  anika,N/A
abu taher,N/A
riasat  azmi,N/A
lutfunnessa   sagor,N/A
md. khalid rahman,N/A
md. khalid rahman,N/A
dr. mohammad zahidul islam khan,N/A
dr. muhammad wasiful alam,N/A
touhida easmin,N/A
mst. nasrin akter,N/A
shahrina afrin siddique,N/A
shakika rubaiat,N/A
risala ahmed,N/A
risala ahmed,N/A
akibur rahman khan,"""discover english 2022"""
akibur rahman khan,"""international conference on innovation and transformation for development (itd 2022)"""
akibur rahman khan,"""8th deh inter-university student conference and cultural competition"""
priyanka akhter,"""international conference on innovation and transformation for development (itd 2022)"""
priyanka akhter,"""discover english 2022"""
"siddique, shahrina afrin",N/A
asif kamal,N/A
dr. prodhan  mahbub ibna seraj,N/A
md. khalid rahman,"""where will i go? the rohingya dilemma"""
dr. prodhan  mahbub ibna seraj,N/A
dr. prodhan  mahbub ibna seraj,N/A
shaira matin,N/A
tasnuva  anika,N/A
md. hamidul haque,"""international conference on sustainable development : opportunities and challenges"""
dr. faria   sultana,N/A
dr. faria   sultana,N/A
risala ahmed,N/A
ferdousi begum,N/A
shahjahan ali,N/A
nelson p. udaundo,N/A
md. hamidul haque,N/A
shahrina afrin siddique,N/A
"prodhan mahbub ibna seraj, hadina habil, xiaoxiao fu",N/A
"xiaoxiao fua, xiu xin, noor mala binti ibrahim, prodhan mahbub ibna seraj, di qi and wenjing wang",N/A
"prodhan mahbub ibna seraj, hadina habil","""a critical review on oral english communication skills (oecs)"""
ferdousi begum,N/A
ferdousi begum,N/A
md. khalid rahman,N/A
amal  majumder,N/A
md. khalid rahman,N/A
md. khalid rahman,N/A
ferdousi begum,N/A
ferdousi begum,N/A
mohammad zahidul islam khan,"""atrocity crime’ against the rohingyas in myanmar – an ‘agency’ approach"""
mohammad zahidul islam khan,N/A
zarin  tasnim,N/A
zarin  tasnim,N/A
zarin  tasnim,N/A
kuntala shabnam parama,N/A
dr. a. b. m.  rahmatullah,N/A
dr. md. nasir uddin,N/A
farhana rafiq,N/A
rezwanul  haque,N/A
md. khalid rahman,N/A
amal  majumder,N/A
touhida easmin,N/A
md. khalid rahman,N/A
dravida anjuman huda,N/A
zarin  tasnim,N/A
dr. a. b. m.  rahmatullah,N/A
dr. md. nurul amin,N/A
ahasan  habib,N/A
dr. faria   sultana,N/A
farhat tasannum farah,N/A
shohel  rana,N/A
shiho tanaka,N/A
mohammad zahidul islam khan,"""the fallacy of state fragility indices: is there a ‘fragility trap’?"""
mohammad zahidul islam khan,N/A
shihab saqib,N/A
dravida anjuman huda,N/A
dravida anjuman huda,N/A
dravida anjuman huda,N/A
dr. md. nasir uddin,N/A
dr. md. nurul amin,N/A
ahasan  habib,N/A
shahjahan ali,N/A
shohel  rana,N/A
dr. shaheen akter,"""impact of knowledge transfer on skills and aspirations: a comparative analysis of the chinese and european mnes in ghana"""
angur nahar monty,N/A
mst. nasrin akter,N/A
dr. md. nasir uddin,N/A
romana afroze,N/A
farhana rafiq,N/A
farhana rafiq,N/A
dr. faria   sultana,N/A
dr. faria   sultana,N/A
shaira matin,N/A
md. hamidul haque,N/A
mehedi kayser pabitra,N/A
ashika bari jotee,N/A
dr. pradip sen gupta,N/A
dravida anjuman huda,N/A
romana afroze,N/A
risala ahmed,N/A
farhat tasannum farah,N/A
dr. md. nasir uddin,N/A
dr. a. b. m.  rahmatullah,N/A
dr. mohammad zahidul islam khan,N/A
dr. ashrafuzzaman khan,N/A
farhat tasannum farah,N/A
farhat tasannum farah,N/A
farhana rafiq,N/A
dr. faheem hasan shahed,N/A
mehedi kayser pabitra,N/A
hemin  ashrafi,N/A
dr. md. nurul amin,N/A
jannatul farhana,N/A
amal  majumder,N/A
dr. a. b. m.  rahmatullah,N/A
touhida easmin,N/A
dr. faheem hasan shahed,N/A
dr. faheem hasan shahed,N/A
dr. faheem hasan shahed,N/A
mehedi kayser pabitra,N/A
hemin  ashrafi,N/A
hemin  ashrafi,N/A
hemin  ashrafi,N/A
syed afroz keramat,N/A
amal  majumder,N/A
dr. ashrafuzzaman khan,N/A
dr. faheem hasan shahed,N/A
dr. md. taufiqul islam,N/A
mehedi kayser pabitra,N/A
shameem ara sheuli,N/A
dr. md. taufiqul islam,N/A
dr. md. taufiqul islam,N/A
dr. md. taufiqul islam,N/A
faria  tasneem,N/A
amal  majumder,N/A
theotonius  gomes,N/A
faria  tasneem,N/A
dr. faheem hasan shahed,N/A
md. hamidul haque,N/A
borendra lal tripura,N/A
mehedi  hasan,N/A
dr. pradip sen gupta,N/A
shameem ara sheuli,N/A
dr. buddha dev  biswas,N/A
shameem ara sheuli,N/A
dr. a. b. m.  rahmatullah,N/A
dr. a. b. m.  rahmatullah,N/A
dr. md. taufiqul islam,N/A
dr. faheem hasan shahed,N/A
prof. khurshida  khanom,N/A
"dr. arifatul kibria, dr. ranjan datta","""indigenous land-based knowledge and sustainability: settler colonialism and the environmental crisis"""
mostofa mahmud hasan  b. m. sajjad hossain  md. abu sayem,"""an overview on business, management and economics research"""
dr bm sajjad hossain,"""business dynamics: exploring new horizons"""
"dr. syeda afroza zerin, tasnuva anika",N/A
"muthmainnah muthmainnah, eka apriani, prodhan mahbub ibna seraj, ahmed j. obaid, ahmad m. al yakin","""nudging motivation to learn english through a chatgpt smartphone- based hybrid model"""
"muthmainnah muthmainnah, prodhan mahbub ibna seraj, ahmad al yakin, ahmad j. obaid","""ai-aided teaching model in education 5.0"""
dr. syeda afroza zerin,N/A
taslima monsoor and sridevi thambapillay,N/A
quazi omar foysal,N/A
quazi omar foysal,"""the constitutional law of bangladesh: progression and transformation at its 50th anniversary"""
mst. nasrin akter,N/A
quazi omar foysal,"""the rohingya crisis: humanitarian and legal approaches"""
mohammad hamidul haque jointly with sayeedur rahman,"""gender diversity and sexuality in english language education: new transnational voices"""
prof. dr. taslima monsoor,N/A
afroja shoma,"""beshya o bidushiir golpo (a collection of essays)"""
asif kamal,"""the routledge handbook of english language education in bangladesh"""
quazi omar foysal,"""bangladesh and international law"""
md emdad ul bari (editor),"""bangabandhu and bangladesh: an epic of a nation’s emergence and emancipation"""
farhana rafiq,N/A
khan mohammad bilal,N/A
dr. mohammad mizanul haque kazal,N/A
"sayeed hossain sarwar, psymhe wadud, riasat azmi",N/A
mst. nasrin akter,N/A
"arifatul kibria, mesbah kamal",N/A
muhammad fazle ramzan khan and liton mallick,N/A
md. hamidul haque,"""english for academic purposes 1, general module"""
mohammad zahidul islam khan,"""the fallacy of fragile states indices: is there a ‘fragility trap’?"""
muhammad fazle ramzan khan and muktipada sinha,N/A
dr. md. asif kamal,N/A
dravida anjuman huda,N/A
dravida anjuman huda,N/A
jinat  hossain,"""revealing gender inequalities and perceptions in south asian countries through discourse analysis"""
"iffat tasnim haque, youji kohda","""a service innovation for reducing food adulteration in bangladesh"""
afroja sultana,N/A
borendra lal tripura,N/A
lutfunnessa   sagor,N/A
md. khalid rahman,N/A
muna chaudhury,N/A
nasim  firdaus,"""nation building amidst new challenges"""
farhana rafiq,N/A
nasim  firdaus,"""nation building amidst new challenges"""
dr. mohammad mizanul haque kazal,N/A
mohammad zahidul islam khan,"""paradox of state fragility"""
b m sajjad hossain & prof. abdur rahman,N/A
dr. a. n. neaz ahmad,N/A
mst morium  khatun,N/A
dr. shamsul arifeen khan,"""costs efficiency of the public universities"""
tania  rahman,"""contextualised practices on arts education: an international dialogue on singapore."""
borendra lal tripura,N/A
nasim  firdaus,"""enterprise, education, foreign policy and leadership"""
rezwanul  haque,"""climate change and food security: evidence from bangladesh"""
b m sajjad hossain,N/A
dr. a. n. neaz ahmad,N/A
dr. a. n. neaz ahmad,N/A
tania  rahman,N/A
dr. a. n. neaz ahmad,N/A
dr. a. n. neaz ahmad,N/A
afroja sultana,N/A
mesbah kamal et al,N/A
mesbah kamal et al,N/A
mesbah kamal et al,N/A
zannat e ferdousi et al,N/A
zannat e ferdousi et al,N/A
mesbah kamal et al,N/A
mesbah kamal et al,N/A
prof. dr. taslima monsoor,N/A
nelson p. udaundo,N/A
prof. dr. taslima monsoor,N/A
borendra lal tripura,N/A
dr. a. n. neaz ahmad,N/A
dr. tazul  islam,N/A
dr. md. taufiqul islam,N/A
prof. dr. taslima monsoor,N/A
dr. a. n. neaz ahmad,N/A
mesbah kamal,"""banglapedia"""
mesbah kamal,"""banglapedia"""
prof. dr. taslima monsoor,N/A
dr. a. n. neaz ahmad,N/A
borendra lal tripura,N/A
borendra lal tripura,N/A
a.k. monaw-war uddin ahmad,N/A
dr. a. n. neaz ahmad,N/A
dr. a. n. neaz ahmad,N/A
dr. a. n. neaz ahmad,N/A
dr. a. n. neaz ahmad,N/A
dr. a. n. neaz ahmad,N/A
dr. a. n. neaz ahmad,N/A
dr. a. n. neaz ahmad,"""towards a new approach to development; a strategy for eradicating hunger and mass poverty"""
dr. a. n. neaz ahmad,N/A
sazia  afrin,"""the post covid effect of corporate governance on firm performance: a study on private commercial bank in bangladesh"""
"khondaker sazzadul karim, mohammad ekramol islam, abdullah mohammed ibrahim, shin-hung pan,md. mominur rahman","""online marketing trends and purchasing intent: advances in customer satisfaction through pls-sem and ann approach"""
"farial ferdous, *mehzabul hoque nahid, nazia farhana, and azmery sultana","""cyber security awareness among generation z in bangladesh"""
md. sazzadur rahman khan (a)1 sanjida akhtar (b)  sazia afrin (c)  md gulam sharoar hossain khan,N/A
sanjida  akhtar,N/A
"carmen z. lamagna, rezbin nahar and farheen hassan","""the evolution of remote work in bangladesh"""
"ziarat hossain khan, md. mamun habib, gazi md. nurul islam","""environmental dynamics in the technology adaptation of digital supply chain for bangladesh’s readymade garments sector"""
ahmed abdullah and mehzabul hoque nahid,"""gcn-net: 3d point cloud classification & localization using graph-cnn"""
quazi nur alam,N/A
md. hasibul   islam,N/A
"dr. bikash barua, dr. mm obaidul islam, habiba kibria , rupam barua","""the role of emotional intelligence in team learning"""
dr. m. m.  obaidul islam,N/A
"mofijul hoq masum, mohammad faridul alam, md. shariful alam",N/A
"shamsul nahar abdullah, mofijul hoq masum, mohammad faridul alam","""are the corporate voluntary disclosures and transparency in the transitional economy better than the pre-transitional economy? evidence from developing country"""
saeeda tajrian,N/A
bikash barua and umma nusrat urme,"""assessing the online teaching readiness of faculty member"""
"intiser, r., nahid, m. h., anwar, m. a. & nahar, r.,",N/A
"hassan f.; nahar, r ; md. khaled amin",N/A
"b m sajjad hossain , a k m kamrul haque, m m obaidul islam",N/A
"farial ferdous, mehzabul hoque nahid and azmery sultana","""cyber security awareness among generation z in bangladesh"""
"md mehedi hasan emon, farheen hassan, mehzabul hoque nahid, vichayanan rattanawiboonsom","""predicting adoption intention of artificial intelligence a study on chatgpt"""
"ragib intiser, mehzabul hoque nahid, md. aftabanwar andrezbin nahar","""adoption of ai-powered web-based english writing assistance software: an exploratory study"""
"siddika, a., hossain, m.f., parveen, z.","""reduction of hexavalent chromium from contaminated soil using modified biochars. 5(1), 101."""
"siddika, a., rabbani, asmm., parveen, z., hossain, m.f.","""effects of biochar and modified biochar on chromium contaminated soil properties 22(1), 82-93."""
"farheen hasan, kamrul mohammed hasan , khairul alom, rezbin nahar","""the contribution of remittances on woman empowerment in bangladesh"""
"md mehedi hasan emon, ahanaf tahmid abtahi, saleh ahmed jalal siam, subashis chakraborty","""the impact of user participation on the success of enterprise resource planning (erp) adoption in bangladesh"""
md mehedi hasan emon; farheen hassan; mehzabul hoque nahid; vichayanan rattanawiboonsom,"""predicting adoption intention of artificial intelligence a study on chatgpt"""
"ragib intiser, mehzabul hoque nahid, md. aftab anwar and rezbin nahar","""adoption of ai-powered web-based english writing assistance software: an exploratory study"""
"anima karmakar, kaniz habiba afrin, ziarat hossain khan, atia ahmed, mousumi sultana","""purchasing intentions of consumers at a city superstore"""
"sahabuddin, m., tan, q., khokhar, m., hossain m. a., alam m. f., khan, w.",N/A
araf abrar,"""commercial sports facilities in big cities: a case study"""
dr. mohammad sirajul islam,N/A
"sahabuddin, m., alam, m.s., khokhar, m., hossain m. a., alam m. f., khan, w.","""circular value creation: business models and supply chain strategies."""
"ahanaf tahmid abtahi, nazia farhana, md mehedi hasan","""a study on the impact of e-commerce adoption for enhancing supply chain efficiency in bangladesh smes"""
sazia  afrin,N/A
"b m sajjad hossain 1,*, a k m kamrul haque 2, m m obaidul islam 3",N/A
"dr. md. kutub uddin, janifar alam and abu kalam",N/A
"khairul alom, kamrul hasan, tawhid reaz, abu saleh","""the covid-19 and online learning process in bangladesh"""
ziarat h. khan; gazi md. nurul islam; md. mamun habib,"""technology-driven supply chain management in readymade garments: a literature review"""
"md. mehedi hasan emon, mehzabul hoque nahid","""factors affecting sustainable e-commerce adoption: empirical evidence from bangladeshi smes"""
"anima karmakar, ziarat hossain khan, mustaqim roshid, shahira hoshain yesmin, farjana bashar shamme","""consumer learning and split-brain theory: potential usage in an advertisement"""
"khairul alom, mohammed kamrul hasan, shibli ahmed khan, ashik imran khan, and wayes ahmed","""the role of scientific research publications on sustainable sectoral value addition and economic growth in bangladesh"""
"siddika, a., islam, m.m., parveen, z., hossain, m.f","""remediation of chromium (vi) from contaminated agricultural soil using modified biochars."""
"islam, m.m., akther, s.m., wahiduzzaman, m., hossain, m.f., parveen, z.","""fractionation and contamination assessment of zn, cu, fe, and mn in the sundarbans mangrove soils of bangladesh, 31(8),"""
dr. sahin akter sarker,"""significance of web 2.0 platforms in shaping urban consumers travel choice in bangladesh."""
sazia  afrin,N/A
dr. partha prasad chowdhury,N/A
"jacquline tham, khondaker sazzadul karim and s. m. ferdous azam","""“management practice and project performance among manufacturing industries in malaysia.” (2021)"""
"khondaker sazzadul karim, jacquline tham, and s. m. ferdous azam","""“online delivery service in bangladesh: measuring the determinants of knowledge management strategy and organizational performance” (2021)"""
rashedul hasan; niaz mohammad; ardi gunardi,"""board composition and internet financial reporting: evidence from bangladesh"""
dr. kamrul hasan,"""entrepreneurship development in smes in bangladesh: supply and demand side challenges"""
"mohammad ali, ziarat h. khan, md. ekram hossain","""comparative advantage, export diversification, intra- industry trade, and economic growth nexus: evidence from bangladesh's textile and clothing industry"""
bohi shajahan,N/A
"dr. nisar ahmed, dr. md. taslim uddin, bohishajahan and md. joynal abedin","""non-performing loans and banking sector: evidence from bangladesh"""
"24.	mohammad rafiqul islam talukdar, c lamagna, rezbin nahar, and  farheen hassan",N/A
"zaman, sayaka and barua, bikash and islam, mm obaidul and haque, akm kamrul",N/A
azmery  sultana,"""the effect of traffic congestion on employee productivity in dhaka bangladesh."""
"hamidul islam, stanley sumon rodrick, ziarat h. khan","""consumers’ awareness and acceptance of grocery shopping from the online platforms"""
